director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,keywords
Ildikó Enyedi,Morcsányi Géza,Drama Romance,Alexandra Borbély,On Body and Soul,Zoltán Schneider,11547 40932 160840 171854 195593 238305
David Leitch,James McAvoy,Action Thriller,Charlize Theron,Atomic Blonde,Sofia Boutella,74 220 470 1295 1568 1776 2106 3637 4654 7281 9717 9826 14555 161982 260101
Gordon Chan,Sammo Hung,Action History,Vincent Zhao,God of War,Regina Wan,
Tommy Stovall,Trevor Sterling Stovall,Drama Horror Mystery Thriller,James Martinez,Aaron's Blood,Michael Chieffo,3133 162225
Kim Tae-yoon,Kang Ha-Neul,Drama,Jung Woo,New Trial,Kim Hae-sook,9672 11038 157107
Colin Day,,Documentary,,Saving Banksy,,
David Leveaux,Jai Courtney,Drama,Lily James,The Exception,Eddie Marsan,470 818 836 2504 2652 5340 9673 10365
Jay Baruchel,Alison Pill,Comedy,Seann William Scott,Goon: Last of the Enforcers,Marc-André Grondin,6483
Christopher Nolan,Tom Glynn-Carney,Action Drama History Thriller War,Fionn Whitehead,Dunkirk,Jack Lowden,254 323 966 1295 1956 2227 3203 4100 5300 6092 9335 9672 10349 11107 11109 13065 33652 156395 162365 197413 207883
Bharathan,Keerthi Suresh,Action,Vijay,Bairavaa,Jagapati Babu,166539 221396
Ryan White,,Crime Documentary Drama,,The Keepers,,187056
Alberto G. Rodriguez,Leila Almas,Thriller Drama Mystery,Eric Roberts,The Summoning,Jaime Zevallos,
Mark Cullen,Jason Momoa,Action Comedy Thriller,Bruce Willis,Once Upon a Time in Venice,John Goodman,8015 9727 10726 11168 12670 15162
Carlo Guillermo Proto,Peggy Roux,Documentary,Denis Harting,Resurrecting Hassan,,6719 9872 12660 18035 162735 204134
Oliver Stone,,Documentary,Vladimir Putin,The Putin Interviews,,
Bonni Cohen Jon Shenk,Barack Obama,Documentary,Al Gore,An Inconvenient Sequel: Truth to Power,Donald Trump,2210 5769 12332 15174 156388
Neill Blomkamp,Eugene Khumbanyiwa,Action Sci-Fi,Sigourney Weaver,Rakka,Robert Hobbs,4565 9951 14629 263548
Thomas Q. Napper,Ian McShane,Action Drama,Johnny Harris,Jawbone,Ray Winstone,6075 209476
Erik Nelson,,Documentary,,A Gray State,,
Sung-hoon Kim,Yoo Hae-jin,Action Drama Comedy,Hyun Bin,Confidential Assignment,Kim Joo-hyuk,470 703 6149 167316 264515 267761
Alex Merkin,Denise Richards,Action Thriller,Dolph Lundgren,Altitude,Greer Grammer,
Yance Ford,,Documentary,,Strong Island,,380 9398 9826 33722
David Firth,Carla Simpson,Animation Comedy Sci-Fi,David Firth,Cream,Christian Webb,11931 156153 208318
Hatem Khraiche,Belén Rueda,Drama Sci-Fi Romance,Clara Lago,Orbiter 9,Álex González,9950
John Scheinfeld,Common,Documentary,Denzel Washington,Chasing Trane,Bill Clinton,276 726 1157 1416 2821 3017 3018 5565 12425 14522 176095
Shoujirou Nishimi Guillaume Renard,,Sci-Fi Animation,,Mutafukaz,,198962 243716
Steve James,Ti-Hua Chang,Documentary,Neil Barofsky,Abacus: Small Enough to Jail,Jiayang Fan,974
Michael Bay,Josh Duhamel,Action Sci-Fi Thriller Adventure,Mark Wahlberg,Transformers: The Last Knight,Laura Haddock,392 10466 10542 10607 14544
Jonathan Teplitzky,Miranda Richardson,Drama Thriller War,Brian Cox,Churchill,John Slattery,1956 5565 9156 207883 254480
Dan Sickles Antonio Santini,,Documentary,Dina Bruno,Dina,,
Kabir Khan,Zhu Zhu,Drama History War,Salman Khan,Tubelight,Sohail Khan,9682
Ronnie Thompson,Joely Richardson,Crime,Matthew Goode,The Hatton Garden Job,Larry Lamb,642 9672
Joel Hopkins,Brendan Gleeson,Romance Comedy,Diane Keaton,Hampstead,James Norton,212 3577 3593 4129 6054 11038 14905 33476 163484 165177 177349 184952
Minhal Baig,Isabelle Fuhrman,Drama Romance,Kyle Allen,1 Night,Justin Chatwin,5625 6025 9673 226226
Michael John Warren Alex Timbers,John Mulaney,Comedy,Nick Kroll,"Oh, Hello: On Broadway",Steve Martin,156028
Douglas Barr,James Tupper,Mystery,Courtney Thorne-Smith,Site Unseen: An Emma Fielding Mystery,Adam DiMarco,
Phil Guidry Simon Herbert David Whelan,Edward L. Green,Horror Mystery,Monica Davis,Savageland,Patrick Pedraza,11479 11800 12332 163053 173300
Léa Mysius,Laure Calamy,Drama,Noée Abita,Ava,Juan Cano,
Brent Bonacorso,Halston Sage,Thriller Romance Drama,Bella Thorne,You Get Me,Taylor John Smith,
John Shea,Natalie Zea,Thriller,Eric Dane,Grey Lady,Amy Madigan,
Joshua Safdie Ben Safdie,Jennifer Jason Leigh,Drama Thriller Crime,Robert Pattinson,Good Time,Ben Safdie,242 378 791 2492 2564 5301 10562 11612 14819 14964 41180 155582 162914 188665 208580
Jason Flemyng,Tony Curran,Action Comedy Horror,Charlie Cox,Eat Locals,Mackenzie Crook,3133 13032 15218
Marc Waltman,Fockeline Ouwerkerk,Romance Drama,Sanne Langelaar,Tuintje in mijn hart,Imanuelle Grives,
Víctor García León,Pepe Ocio,Comedy,Santiago Alverú,Selfie,Alicia Rubio,186 253695
Han Han,Deng Chao,Comedy Drama,Eddie Peng,Duckweed,Zhao Liying,
K. V. Anand,Madonna Sebastian,Thriller Drama,Vijay Sethupathi,Kavan,T. Rajendar,917 6007
Sebastian Junger Nick Quested,,Documentary,,Hell on Earth: The Fall of Syria and the Rise of ISIS,,
Andrew J. Cohen,Will Ferrell,Comedy,Amy Poehler,The House,Allison Tolman,585 10226 10594
Laurent Bouzereau,Steven Spielberg,War Documentary,Guillermo del Toro,Five Came Back,Paul Greengrass,160224
Bailey Kobe,Shaun Sipos,Romance Action Adventure Comedy Drama,Julie McNiven,The Babymoon,Jessica Camacho,3725 4052 6876 10793
Greg Barker,George W. Bush,Documentary,Jason Amerine,Legion of Brothers,,3269 3541 10403 15218
Carla Simón,Bruna Cusí,Drama Family,Laia Artigas,Summer 1993,David Verdaguer,548 9672 13088 18035 157213 157955 187056
Volker Schlöndorff,Nina Hoss,Drama,Stellan Skarsgård,Return to Montauk,Bronagh Gallagher,242 802 7312 10818 13028 242454
Philippe Falardeau,Naomi Watts,Drama,Liev Schreiber,Chuck,Elisabeth Moss,2269 2864 3582 5756 9673 10541 13027 33780 156866 179431
Paul Currie,Teresa Palmer,Drama Thriller,Michiel Huisman,2:22,Sam Reid,242 2679 9826 10170 156905 229529
Christian Duguay,Batyste Fleurial,Drama,Dorian Le Clech,A Bag of Marbles,Patrick Bruel,207883 221285 243959
Justin Hunt,,Documentary,,Addicted to Porn: Chasing the Cardboard Butterfly,,445 6782 199758
Brad Epstein,Faizon Love,Comedy,Alex Meneses,Ripped,Russell Peters,
Neill Blomkamp,Nic Rhind,Action Sci-Fi War,Steve Boyle,Firebase,Robert Hobbs,2957 263548
Andrew Kötting,,Documentary,,Edith Walks,,
Matthew Heineman,,Documentary,,City of Ghosts,,
Jeff Orlowski,Pim Bongaerts,Documentary,Andrew Ackerman,Chasing Coral,Neal Cantin,5769 10503 174440 182147 195857
Barbara Kopple,,Documentary,,This Is Everything: Gigi Gorgeous,,158718 187056 208798
Alexandre O. Philippe,Peter Bogdanovich,Documentary,Guillermo del Toro,78/52,Karyn Kusama,886 165399 176182 194568
Marina Zenovich,,Documentary,,Water & Power: A California Heist,,187056
Kip Andersen Keegan Kuhn,Larry Baldwin,Documentary,Kip Andersen,What the Health,Neal Barnard,3429 3721 4459 13005 175322 237405 237406
Joe Piscatella,,Documentary,,Joshua: Teenager vs. Superpower,,12354 13130 33640 166672 168483 259773 270719
Joe Miale,Bérénice Marlohe,Sci-Fi,Lee Pace,Revolt,Jason Flemyng,409 9826 9895 14909 18034
Timothy Woodward Jr.,Trace Adkins,Western,Luke Hemsworth,Hickok,Bruce Dern,
Joshua Tunick,Alona Tal,Drama,Anthony Rapp,Do You Take This Man,Alyson Hannigan,1328 6038 12396 13027 41379 158718 160246 207863 236055 244910
Nikolaj Arcel,Matthew McConaughey,Action Western Sci-Fi Fantasy Horror,Idris Elba,The Dark Tower,Tom Taylor,75 818 7939 9678 213756 243950
300ml,Ralph Ineson,Drama,Selton Mello,Soundtrack,Seu Jorge,
Mohammad Hossein Mahdavian,Babak Hamidian,Action Crime History,Mehrdad Sedighian,Midday Event,Javad Ezati,2020 6078 15127 18009
Jonathan Baker,Gina Gershon,Thriller Drama,Nicolas Cage,Inconceivable,Nicky Whelan,
Alain Desrochers,Colm Feore,Crime Comedy Action,Patrick Huard,Bon Cop Bad Cop 2,Erik Knudsen,
Alain Desrochers,Ben Kingsley,Action,Antonio Banderas,Security,Liam McIntyre,6490 41180 212606
Antonio Negret,Freddie Thorp,Thriller Action,Scott Eastwood,Overdrive,Ana de Armas,
Dan Harris,Sarah Steele,Comedy Drama,Liam James,Speech & Debate,Austin P. McKenzie,271 7312 10123 10181 215007 227656
Jake Szymanski,Andy Samberg,Comedy TV Movie,Orlando Bloom,Tour de Pharmacy,John Cena,3524 11800 180491
Shinobu Yaguchi,Eri Fukatsu,,Fumiyo Kohinata,Survival Family,,2583 167043
Wayne Blair,Colt Prattes,Music Drama Romance TV Movie,Abigail Breslin,Dirty Dancing,Sarah Hyland,246 380 612 642 1342 1343 1346 5600 5767 7879 10791 13005 14514 33694 41260 173490 200129 208591 226861
Clay Staub,Bridget Regan,Sci-Fi Thriller,Milo Ventimiglia,Devil's Gate,Amanda Schull,1812
Molly Smith Maurice Smith,Amelie Leroy,Fantasy Drama,Karolina Antosik,Abduction,Tessa McGinn,591 822 1701 1721 1812 1930 3562 4613 6162 6435 6614 8508 10562 11612 13008 13130
Vanessa Gould,Bruce Weber,Documentary,William McDonald,Obit,Margalit Fox,917 918 6562 9682 34079 154866 170487 182419 187056 228336
Craig Thompson,Neil deGrasse Tyson,Documentary,William Shatner,The Truth Is in the Stars,Chris Hadfield,18330 156810
Anthony Leondis,James Corden,Comedy Family Animation,T.J. Miller,The Emoji Movie,Anna Faris,207468 229979
Abel Vang Burlee Vang,Bonnie Morgan,Horror Thriller,Saxon Sharbino,Bedeviled,Brandon Soo Hoo,6152 15156 33711 156075 207468
Ernie Barbarash,Eliza Dushku,Action Adventure Crime,Adam Rayner,The Saint,Ian Ogilvy,186946
Riccardo Milani,Antonio Albanese,Comedy,Paola Cortellesi,Mom or Dad?,Carlo Buccirosso,
John Jencks,Matthew Modine,Comedy,Roger Allam,The Hippopotamus,Tim McInnerny,
Taylor Sheridan,Elizabeth Olsen,Action Crime Mystery Thriller,Jeremy Renner,Wind River,Gil Birmingham,570 1016 1262 1419 1812 5340 5774 9826 10322 10950 13094 14819 155805 158071 207771
Scott Moran,,Comedy,,Rory Scovel Tries Stand-Up for the First Time,,9716
Tarik Saleh,Mari Malek,Thriller Drama,Fares Fares,The Nile Hilton Incident,Mohamed Yousry,487 612 1160 3581 11734 229194 247381
Roman Volobuev,Anna Chipovskaya,Comedy Crime,Svetlana Ustinova,Blockbuster,Yevgeni Tsyganov,1897 6021 12094 34053 159938 177185 268433
Ric Roman Waugh,Jon Bernthal,Drama Crime Thriller,Nikolaj Coster-Waldau,Shot Caller,Lake Bell,331 378 387 1333 7281 9826 10176 10726 11199 14819 14964 15009 156219 160236 161194 184951 206947 207935 208983
Mike Birbiglia Seth Barrish,,Comedy,Mike Birbiglia,Mike Birbiglia: Thank God for Jokes,,9716
Bill D'Elia,,Comedy,,Chris D'Elia: Man on Fire,,9716
Tony Giglio,Michael Jai White,Action Crime Thriller,Adrianne Palicki,S.W.A.T.: Under Siege,Ty Olsson,1470
Manuk Depoyan,Vasyl Virastyuk,Family Comedy Animation Fantasy Adventure,Arsen Shavlyuk,The Dragon Spell,Ruslana Pysanka,12554
Brett M. Butler Jason G. Butler,,Action Comedy,Dylan Bruce,First Round Down,,
Neill Blomkamp,,Horror Sci-Fi,Dakota Fanning,Zygote,,
John R. Leonetti,Ryan Phillippe,Fantasy Horror Thriller,Joey King,Wish Upon,Sherilyn Fenn,
Malcolm D. Lee,Queen Latifah,Comedy,Regina Hall,Girls Trip,Jada Pinkett Smith,
Gillian Robespierre,Edie Falco,Comedy,Jenny Slate,Landline,Abby Quinn,
Kathryn Bigelow,Will Poulter,Thriller Crime Drama History,John Boyega,Detroit,Algee Smith,657 796 2409 9672 9826 9849 12425 14765 18021 208992 238505
Kogonada,Haley Lu Richardson,Drama,John Cho,Columbus,Parker Posey,295 1415 1447 1786 12436 165576 231519 234956 240119 240315
Heber Cannon Marston Sawyers Ian Wittenber Mariah Moore,Ben Smith,Documentary,Matt Fraser,Fittest On Earth: A Decade Of Fitness,Sara Sigmundsdottir,3721 159290 163412 223208
Emilis Velyvis,Mindaugas Papinigis,Thriller,Inga Jankauskaitė,Zero 3,Ramūnas Rudokas,2343 6152 10150 10614 10617 18249 33465 195668 209666 210024 211227 230607 237451 269635 270348
Tommy Bertelsen,Tom Felton,Drama,Troian Bellisario,Feed,Ben Winchell,274763
Ibai Abad,Joséphine Berry,Drama Music Romance,Lewis Rainer,The Girl from the Song,Charlotte Atkinson,6027 9673 9840 14888
Julian Radlmaier,Deragh Campbell,Comedy,Julian Radlmaier,Self-criticism of a Bourgeois Dog,Beniamin Forthi,
Pierre Coré,Louane Emera,Adventure Animation Comedy Family,Omar Sy,Sahara,Franck Gastambide,1585 10360 11477 18034 191574
François Ozon,Jérémie Renier,Thriller,Marine Vacth,The Double Lover,Jacqueline Bisset,1328 4320 7375 9758 190370
Steven C. Miller,Hayden Christensen,Action Thriller,Bruce Willis,First Kill,Gethin Anthony,1562 1930 2993 9950 15009 15363
T.J. Martin Daniel Lindsay,Tom Brokaw,Documentary,Rodney King,LA 92,George H. W. Bush,796 4631 10209 11363 12425 12670 157107 217475 231519 234469
Kenny Ortega,Sofia Carson,TV Movie Family Action Comedy Music Adventure,Dove Cameron,Descendants 2,Cameron Boyce,2343 3205 3289 4344 11870 13130
,,Documentary TV Movie,Ivanka Trump,Ivanka Trump- America's Real First Lady?,,970 6078
Kimberly Senior,,Comedy,,Chris Gethard: Career Suicide,,236 894 3485 6656 9716 11258 159315
Dave Mullins,,Animation,,Lou,,263548
Maria Sadowska,Piotr Adamczyk,Drama,Magdalena Boczarska,The Art of Loving. Story of Michalina Wislocka,Justyna Wasilewska,548 5565 7066 170521 178649
Sam Garbarski,Moritz Bleibtreu,Comedy Drama War,Anatole Taubman,Bye Bye Germany,Joel Basman,
Timothy Woodward Jr.,Bruce Dern,Crime Drama Thriller,Kaiwi Lyman,American Violence,Denise Richards,2501 4434 11268 166760 207268
Philippe de Chauveron,Ary Abittan,Comedy,Christian Clavier,With Open Arms,Elsa Zylberstein,
Thomas Kruithof,Denis Podalydès,Thriller,François Cluzet,Scribe,Sami Bouajila,
Todd Grimes,Tara Strong,Animation,Grey Griffin,LEGO DC Super Hero Girls: Brain Drain,Anais Fairweather,9715 210090
Pat Healy,Pat Healy,Comedy Crime,Taylor Schilling,Take Me,Alycia Delmore,
Anshai Lal,Diljit Dosanjh,Fantasy Comedy Romance Drama,Anushka Sharma,Phillauri,Suraj Sharma,4671 13153
Jim Strouse,Chris O'Dowd,Romance Comedy,Jessica Williams,The Incredible Jessica James,Keith Stanfield,
Farhad Mann,Benjamin Hollingsworth,Romance,Adelaide Kane,Can't Buy My Love,Jean Louisa Kelly,233372
Hannaleena Hauru,Rosa Honkonen,Romance Comedy,Inka Haapamäki,Thick Lashes of Lauri Mäntyvaara,Tiitus Rantala,738 970 6054 6483 9673 9986 10683 13027 163080 187056 206298
Jonathan A. Rosenbaum,Wallace Shawn,Crime Comedy Action Family,Lou Diamond Phillips,Cop and a Half: New Recruit,Gina Holden,9663 167316
Beth David Esteban Bravo,,Family Animation Romance Comedy,,In a Heartbeat,,9673 13130 158718 263548
Ravi Udyawar,Sajal Ali,Crime Drama Thriller,Sridevi Kapoor,Mom,Akshaye Khanna,380 1157 13130 159947 161292
Daisy Asquith,,,,Queerama,,158718 264384 264411
Adam Robitel,Angus Sampson,Horror Mystery Thriller,Lin Shaye,Insidious: The Last Key,Leigh Whannell,2723 2849 3358 9675 13153 208611
Lauren Wolkstein,James Freedson-Jackson,Thriller Drama,Alex Pettyfer,The Strange Ones,Emily Althaus,380 657 1964 2669 3030 7312 9714 9720 187056
Simon West,Austin Stowell,Action Thriller,Dominic Cooper,Stratton,Gemma Chan,818 949 15248
Warwick Thornton,Sam Neill,Drama History Western,Bryan Brown,Sweet Country,unknown,570 2831 3012 3036 5657 9672 9744 18034 193459 207876 239910 272521
Jaume Collet-Serra,Vera Farmiga,Action Thriller,Liam Neeson,The Commuter,Patrick Wilson,10410 13008
Babak Najafi,Billy Brown,Thriller Action Crime,Taraji P. Henson,Proud Mary,Danny Glover,2708 157204
Brett Donowho,Cole Hauser,Action,Bruce Willis,Acts of Violence,Shawn Ashmore,447 1930 2357 6019 6149 6593 9826 235261
Trudie Styler,Abigail Breslin,Comedy Drama,Alex Lawther,Freak Show,Bette Midler,640 6270 158718 160335 187056 207126
Sam Hoffman,Elliott Gould,Comedy,Jemaine Clement,Humor Me,Ingrid Michaelson,970
Daniela Thomas,Luana Nastas,Drama,Adriano Carvalho,Vazante,unknown,
Hiromasa Yonebayashi,Louis Ashbourne Serkis,Fantasy Adventure Animation,Ruby Barnhill,Mary and the Witch's Flower,Kate Winslet,616 818 977 2343 2382 3884 15101 210024
Nicolai Fuglsig,Michael Shannon,War Drama Action History,Chris Hemsworth,12 Strong,Michael Peña,591 818 3541 7955 9672 214463
Christian Gudegast,50 Cent,Action Thriller Crime,Gerard Butler,Den of Thieves,Pablo Schreiber,703 796 1812 2441 3688 10051 10950 12670 15160 15363 15483 34079 34258 159660 232248
Bethany Ashton Wolf,Jessica Rothe,Romance Drama Music,Alex Roe,Forever My Girl,John Benjamin Hickey,34004 155808 240303
Wes Ball,Kaya Scodelario,Science Fiction Action,Dylan O'Brien,Maze Runner: The Death Cure,Thomas Brodie-Sangster,818 1721 2158 2883 4458 6564 7281 9663 9826 10125 10349 11038 12377 13005 14643 14674 14760 14828 15127 18034 18129 18543 40895 180443 186565 204967 213298 246466
Ziad Doueiri,Camille Salameh,Comedy Crime,Adel Karam,The Insult,Kamel El Basha,1568 11931 208208 236607
Ben Lewin,Toni Collette,Comedy Drama,Dakota Fanning,Please Stand By,Alice Eve,582 708 1646 3553 11836 12670 167043 210735 217020 241738 245540 266485
The Spierig Brothers,Jason Clarke,Fantasy Mystery Thriller Horror,Helen Mirren,Winchester,Sarah Snook,1803 3358 3521 9672 9897 12436 13005 162846 196751
Sebastián Lelio,Francisco Reyes,Drama,Daniela Vega,A Fantastic Woman,unknown,514 828 6203 10229 13095 17975
Mario Van Peebles,William Fichtner,Action Comedy Crime,Mario Van Peebles,Armed,Ryan Guzman,
Julius Onah,Elizabeth Debicki,Mystery Thriller Horror Science Fiction,Daniel Brühl,The Cloverfield Paradox,Aksel Hennie,1706 3399 9882 9951 14760 156039 208507
Will Gluck,Domhnall Gleeson,Animation Adventure Family,James Corden,Peter Rabbit,Rose Byrne,2526 15101 15199 179431 209220 254598 269392
James Foley,Jamie Dornan,Drama Romance,Dakota Johnson,Fifty Shades Freed,Kim Basinger,818 1664 9663 158713
Clint Eastwood,Alek Skarlatos,History Drama Thriller,Anthony Sadler,The 15:17 to Paris,Spencer Stone,90 818 949 1517 13008 13015 181129
Marco Polo Constandse,Marimar Vega,Comedy,Marco Polo Constandse (director); Omar Chaparro,La Boda de Valentina,Ryan Carnes,
Brian Crano,Dan Stevens,Comedy Romance Drama,Rebecca Hall,Permission,Morgan Spector,1459
Alex Ross Perry,Adam Horowitz,Drama,Emily Browning,Golden Exits,Mary-Louise Parker,
"Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Angela Bassett, Forest Whitaker, Andy Serkis, John Kani, Florence Kasumba, Atandwa Kani, Sterling K. Brown, Isaach de Bankolé, Trevor Noah, Stan Lee, Sebastian Stan",Michael B. Jordan,Action Adventure Fantasy Science Fiction,Chadwick Boseman,Black Panther,Lupita Nyong'o,409 9715 9717 179430 179431 180547
Nick Park,Tom Hiddleston,Family Comedy Animation Adventure,Eddie Redmayne,Early Man,Maisie Williams,4428 6015 6075 10121 10506 159955 161155 197065 230385 234655 235616
Andrey Zvyagintsev,Alexei Rozin,Drama,Maryana Spivak,Loveless,Matvey Novikov,9826 10726 14735 14819 155215 187056
Sally Potter,Kristin Scott Thomas,Comedy,Timothy Spall,The Party,Patricia Clarkson,3451 3616 5600
Mark Pellington,Nick Offerman,Drama,Jon Hamm,Nostalgia,Amber Tamblyn,10937 14534
Lance Daly,Jim Broadbent,Drama Western,Hugo Weaving,Black '47,Stephen Rea,1806 4337 9748 11320 12987 14985 166888 182422 188266 207928 226499 247912 247913
Bruce Macdonald,Jackson Rathbone,Action Drama Adventure,Taylor James,Samson,Billy Zane,3036 9649 179575 180445
"Jonathan Goldstein, John Francis Daley",Rachel McAdams,Mystery Comedy Crime,Jason Bateman,Game Night,Kyle Chandler,1157 1930 10090 10123 10226 179430 243959
Alex Garland,Jennifer Jason Leigh,Science Fiction Horror,Natalie Portman,Annihilation,Gina Rodriguez,732 818 894 1196 1718 1824 1963 1992 2766 3184 4375 4551 5404 6898 8012 9410 9872 10163 11268 11469 14760 34051 41603 156091 161271 161281 161294 161348 201137 208364 238997 242920 243655
Michael Sucsy,Maria Bello,Drama Fantasy Romance,Angourie Rice,Every Day,Debby Ryan,818 4375 229871 246466
David Freyne,Sam Keeley,Horror Drama Science Fiction,David Freyne (director); Ellen Page,The Cured,Tom Vaughan-Lawlor,4884 9856 12377 14673 162365 180443 244453
Brian O'Malley,Bill Milner,Drama Horror Romance Thriller,Charlotte Vega,The Lodgers,Eugene Simon,3358 11004 15016 15032 196297 207876 214801
Francis Lawrence,Joel Edgerton,Mystery Thriller,Jennifer Lawrence,Red Sparrow,Matthias Schoenaerts,591 739 818 2139 3182 4613 13006 190654
Eli Roth,Vincent D'Onofrio,Action,Bruce Willis,Death Wish,Dean Norris,642 703 818 1419 1930 6149 7002 9714 10950 11221 15002 15009 208397 240303 266013
Shawn Christensen,Elle Fanning,Drama Mystery,Logan Lerman,The Vanishing of Sidney Hall,Michelle Monaghan,11363 13028 160243 240766
Samuel Maoz,Sarah Adler,Comedy Drama War,Lior Ashkenazi,Foxtrot,Yonatan Shiray,736 818 917 1930 3541 7955 9672 10084 13015 13065 192312 226546 226547
Usher Morgan,Joel Bernard,Action Crime Thriller Drama Mystery,Elyse Price,Pickings,Katie Vincent,3149 9748 10391 11578 170633 204701 207268
Ava DuVernay,Oprah Winfrey,Adventure Science Fiction Family Fantasy,Storm Reid,A Wrinkle in Time,Reese Witherspoon,818 5561 9714 13130 18035 156810 187056 227981
Nash Edgerton,Charlize Theron,Comedy Action,David Oyelowo,Gringo,Joel Edgerton,1930 10175 10950 164698
Cory Finley,Anya Taylor-Joy,Drama Thriller,Olivia Cooke,Thoroughbreds,Anton Yelchin,213 2123 2231 6054 6981 12545 12565 13112 13130 155440 156294 178034 180173 212649 243973
Armando Iannucci,Simon Russell Beale,Comedy Drama History,Steve Buscemi,The Death of Stalin,Paddy Considine,407 1773 2139 4630 5565 6539 8201 9672 9682 10123 15203 34079 162365 169086 197606 208611 264264
Paolo Virzì,Helen Mirren,Drama Romance Adventure,Donald Sutherland,The Leisure Seeker,unknown,1196 2689 5903 7312 10508 11313 34094 160963 163795 172971
Johannes Roberts,Martin Henderson,Horror Thriller,Christina Hendricks,The Strangers: Prey at Night,Bailee Madison,7312 8181 9663 9826 10714 11040 11221 12339 14903 33472 156104 170587 173594 232556
Rob Cohen,Maggie Grace,Action Crime Thriller,Toby Kebbell,The Hurricane Heist,Ryan Kwanten,2215 10051 10890 168669 189411
Roar Uthaug,Dominic West,Action Adventure Fantasy,Alicia Vikander,Tomb Raider,Walton Goggins,2041 6956 9714 11322 41185 41645 41663 156091 161184 204150 211636 240303
Greg Berlanti,Katherine Langford,Comedy Drama Romance,Nick Robinson,"Love, Simon",Alexandra Shipp,566 738 818 1862 6069 6270 9673 10180 10624 10683 11870 13130 163037 246466 264384 266959
Jon Erwin,Dennis Quaid,Music Drama,Cloris Leachman,I Can Only Imagine,Priscilla Shirer,
José Padilha,Daniel Brühl,Thriller Drama Crime,Rosamund Pike,7 Days in Entebbe,Vincent Cassel,536 949 1228 7404 9672 9682 10184 11107 158716 181129 194592
Laurie Collyer,Tessa Thompson,Comedy,Melissa Leo,Furlough,La La Anthony,380 2689 3543 7312 155716 181057 187056 214633 249279 249281 255351
Eric England,Dylan McDermott,Thriller Drama,Sophie Turner,Josie,Jack Kilmer,
Max Winkler,Kathryn Hahn,Drama Comedy,Zoey Deutch,Flower,Tim Heidecker,6270 7714 13130 14768 17994 166947 192188 227476 235196
Steven S. DeKnight,Scott Eastwood,Action Fantasy Science Fiction Adventure,John Boyega,Pacific Rim: Uprising,Cailee Spaeny,5373 6092 9663 9951 10891 11100 14544 161791 183787 188178 223604
Wes Anderson,Edward Norton,Adventure Comedy Animation,Bryan Cranston,Isle of Dogs,Bill Murray,233 2041 10121 15162 159602
John Stevenson,Emily Blunt,Animation Family Fantasy Comedy Adventure Mystery,James McAvoy,Sherlock Gnomes,Johnny Depp,9663 156091 244967
Steven Soderbergh,Joshua Leonard,Horror Thriller,Claire Foy,Unsane,Jay Pharoah,6844 11857 13073 240315 244088
Andrew Hyatt,Jim Caviezel,History Drama,James Faulkner,"Paul, Apostle of Christ",Olivier Martinez,1405 3036 196307 222185 253695
Stanley Tucci,Armie Hammer,Drama History,Geoffrey Rush,Final Portrait,Clémence Poésy,90 818 5565 173245 181328 208992 211823 211931 227302 257683
Scott Speer,Patrick Schwarzenegger,Romance Drama,Bella Thorne,Midnight Sun,Rob Riggle,2350 2725 6564 10229 12392 12399 13130 14809 15058 155888 163865 164698 171665 181068 188237 199793 226745 233828
Ryan Justice,Justin Maina,Thriller,Amanda Delaney,Followers,Sean Michael Gloria,6158 11616 163053 176834
Steven Spielberg,Olivia Cooke,Science Fiction Adventure,Tye Sheridan,Ready Player One,Ben Mendelsohn,282 818 2964 4563 4565 5609 9673 11738 207372 208289 243676 246466 255856
Tyler Perry,Lyriq Bent,Thriller,Taraji P. Henson,Tyler Perry's Acrimony,Tika Sumpter,9748 14819
Michael Mason,John Corbett,Drama,David A. R. White,God's Not Dead: A Light in Darkness,Shane Harper,14765 179430
Aaron Katz,Zoë Kravitz,Action Drama Science Fiction Thriller,Lola Kirke,Gemini,Greta Lee,402 2708
Adam Rifkin,Ariel Winter,Drama,Burt Reynolds,The Last Movie Star,Clark Duke,5609 10938 12396 164615 164734
John Krasinski,Emily Blunt,Horror Drama Science Fiction,John Krasinski,A Quiet Place,Millicent Simmonds,1643 2407 3725 4458 4862 10656 14909 15025 50009 157314 186497 188953
Kay Cannon,Ike Barinholtz,Comedy,Leslie Mann,Blockers,John Cena,970 10266 10275 10809 11254 13130 155722 156777 187056 226226 241368
Lynne Ramsay,Ekaterina Samsonov,Thriller Drama,Joaquin Phoenix,You Were Never Really Here,Alex Manette,242 447 612 818 5707 9826 9856 10594 10809 14819 14964 41158 165909 171095 191527 240184 240237 243769
John Curran,Kate Mara,Drama Thriller History,Jason Clarke,Chappaquiddick,Ed Helms,1700 2944 3407 3450 3692 13063 165042 208992
"Drew Fellman, David Douglas",unknown,Documentary,Kristen Bell,Pandas,unknown,241221
Andrew Haigh,Chloë Sevigny,Drama Adventure,Charlie Plummer,Lean on Pete,Travis Fimmel,643 708 1896 2673 3525 40879 166097 167043 254113
