movie_title,recommend,
rubber,"['yoga hosers', 'rufus 2', 'cats & dogs: the revenge of kitty galore', 'vampire in brooklyn', 'vampire killers', 'the brass teapot', 'death becomes her', 'legion', 'bride of chucky', ""don't be afraid of the dark"", 'gory gory hallelujah', 'goosebumps', 'seed of chucky', 'scooby-doo 2: monsters unleashed', 'twixt', 'prevenge', 'jumanji: the next level', 'the haunted mansion', 'the princess and the cobbler', 'idle hands', 'creepshow 2']",
kiss the bride,"['bride wars', 'latter days', ""she's the one"", 'the salon', 'good luck chuck', 'license to wed', 'my big fat greek wedding 2', 'cyrus', 'barfi', 'our family wedding', 'baghead', 'did you hear about the morgans?', '27 dresses', 'the mirror has two faces', 'music and lyrics', 'the wedding planner', 'vampire in brooklyn', 'kissing jessica stein', 'conversations with other women', 'everybody loves somebody', 'the wedding plan']",
the slaughter rule,"['facing the giants', 'concussion', ""but i'm a cheerleader"", 'ali', 'remember the titans', 'the blind side', 'gridiron gang', 'leatherheads', 'the 5th quarter', 'labor day', 'days of thunder', 'fighting tommy riley', 'we are marshall', 'the replacements', 'any given sunday', 'gangster squad', 'the express', 'prefontaine', 'air bud', 'overcomer', 'half nelson']",
monsters,"['the discovery', 'elysium', 'impostor', 'volcano', 'dreamcatcher', ""the astronaut's wife"", 'pulse', 'willard', 'meteor', 'code 46', 'the divide', 'the circle', 'victor frankenstein', 'the x files: i want to believe', ""smilla's sense of snow"", 'godsend', 'godzilla 2000', 'h.', 'gravity', 'under the skin', 'sleep dealer']",
the californians,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
the living wake,"['good intentions', 'being frank', 'wish i was here', 'the little vampire', 'salvation boulevard', 'hot pursuit', 'away we go', ""it's kind of a funny story"", 'surfer dude', 'the hebrew hammer', 'little big top', 'ira & abby', 'thirteen conversations about one thing', 'my big fat independent movie', 'the salon', 'dream with the fishes', 'going the distance', 'the whole ten yards', 'trust the man', 'the extra man', 'clerks ii']",
detention of the dead,"['the big tease', 'the walking deceased', 'zombie hunter', 'zombie pizza', 'vamps', '21 & over', 'vampire in brooklyn', 'tucker and dale vs evil', 'freak show', '22 jump street', 'hollywood ending', 'detention', 'feast', 'dead snow', 'poultrygeist: night of the chicken dead', '13 going on 30', 'deconstructing harry', 'bananas', 'superhero movie', 'warm bodies', 'fright night']",
crazy stone,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
scott walker: 30 century man,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
everything put together,"['down for life', 'extraordinary measures', 'machine gun preacher', 'the children of huang shi', 'fame', 'london has fallen', 'stealing harvard', 'the kite runner', 'stranger than fiction', 'finding neverland', 'silent hill: revelation 3d', ""monster's ball"", 'woman thou art loosed', 'the pet', '3 backyards', 'ernest & celestine', 'flash of genius', 'sunshine state', 'lovely still', 'the real cancun', 'the last time i committed suicide']",
good kill,"['flight', 'thirteen days', 'gemini', 'double jeopardy', 'eight below', 'treading water', 'gemini', ""mao's last dancer"", 'changing lanes', 'the amityville horror', 'hollywood homicide', 'the craft', 'lord of war', 'endless love', 'funny ha ha', '16 blocks', 'down in the valley', 'exotica', 'middle man', 'gattaca', 'striptease']",
insomnia manica,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
the outrageous sophie tucker,"['crop circles: quest for truth', 'madison', 'obit', 'double jeopardy', 'the truth is in the stars', 'the hole', 'dogtown and z-boys', 'the karate kid', 'the business of strangers', 'race', 'mandela: long walk to freedom', 'the perfect game', 'to be frank sinatra at 100', 'hostage', 'family plot', 'hoop dreams', ""mao's last dancer"", 'thirteen days', 'what the #$*! do we (k)now!?', 'the french connection', 'killer joe']",
now is good,"['the fault in our stars', ""it's kind of a funny story"", 'if i stay', 'slam', 'paper towns', 'the spectacular now', ""nick and norah's infinite playlist"", 'before i fall', 'the giver', 'beastly', 'a walk to remember', 'imagine me & you', 'every day', 'how to deal', 'submarine', 'love simon', 'twilight', 'seventh son', 'palo alto', 'an ideal husband', 'the reader']",
girls gone dead,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
america is still the place,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
subconscious,"['the international', 'salvation boulevard', 'rocknrolla', 'whiteout', 'jack reacher', 'faster', 'cold pursuit', 'basic', 'alex cross', 'paparazzi', 'the curse of downers grove', 'the order', 'sublime', '9', 'the losers', 'harper', 'minority report', 'dracula 2000', 'brokedown palace', 'men of war', 'the marine 4: moving target']",
enter nowhere,"['the cabin in the woods', 'sound of my voice', 'harper', 'wicker park', 'premonition', 'timecrimes', 'texas chainsaw 3d', 'lady in white', 'piercing', 'jack reacher', 'original sin', 'the calling', 'source code', 'young guns', 'shadow conspiracy', 'the in crowd', 'windsor drive', 'martha marcy may marlene', 'disturbia', 'forget me not', 'the cure']",
the king of najayo,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
fight to the finish,"['men with brooms', 'bobby jones: stroke of genius', 'mr 3000', 'supercross', 'undisputed', 'driven', 'varsity blues', ""who's your caddy?"", 'the fan', 'baghead', 'dick tracy', 'raging bull', 'days of thunder', 'in good company', 'arn: the knight templar', 'the other dream team', 'the three musketeers', 'ladder 49', 'here comes the boom', 'crossover', 'for love of the game']",
alleluia! the devil's carnival,"['repo! the genetic opera', 'saw ii', 'saw iii', 'saw iv', 'poltergeist iii', 'poultrygeist: night of the chicken dead', 'the best little whorehouse in texas', 'it chapter two', 'the jungle book 2', 'jaws: the revenge', 'resident evil: retribution', ""neal 'n' nikki"", 'fiddler on the roof', 'spy hard', 'see spot run', 'from justin to kelly', 'bran nue dae', 'happy feet 2', ""legends of oz: dorothy's return"", 'knock off', 'the magic flute']",
the sound and the shadow,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
rodeo girl,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
born to fly: elizabeth streb vs. gravity,"['lords of dogtown', 'risk', 'beyond the mat', 'tupac: resurrection', 'speed racer', 'mcfarland usa', ""charlie's angels"", 'rush', 'bloodsport', 'the blind side', 'plush', 'the young unknowns', 'just wright', 'michael jordan to the max', 'the real cancun', 'deceptive practice: the mysteries and mentors of ricky jay', 'the trials of darryl hunt', 'antarctic edge: 70° south', 'unbroken', 'persepolis', 'coco before chanel']",
the little ponderosa zoo,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
the toxic avenger,"['the toxic avenger part ii', 'deadpool', 'spawn', 'firestarter', ""the world's end"", 'transformers: the last knight', 'transformers', 'superhero movie', 'clockstoppers', 'phantasm ii', 'blade: trinity', 'men in black 3', 'suicide squad', 'batman: the dark knight returns part 2', 'megamind', 'the time machine', 'memoirs of an invisible man', 'the specials', 'teenage mutant ninja turtles ii: the secret of the ooze', 'the saint', 'inspector gadget']",
straight out of brooklyn,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
bloody sunday,"['goodfellas', 'detroit', 'king charles iii', 'milk', 'flyboys', '55 days at peking', 'hotel rwanda', 'the 33', 'black book', 'airlift', 'billionaire boys club', 'the best of enemies', 'lawrence of arabia', 'man on wire', 'tolkien', 'down for life', 'green zone', 'passchendaele', 'super', 'flags of our fathers', 'lords of dogtown']",
diamond ruff,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
conversations with other women,"['drinking buddies', 'the brothers bloom', '17 again', 'a guy thing', 'the family stone', ""what to expect when you're expecting"", ""you've got mail"", 'the velocity of gary', 'the mirror has two faces', 'the words', 'how to lose a guy in 10 days', 'admission', 'table 19', 'american wedding', 'the story of us', 'save the last dance', 'crazy rich asians', 'four weddings and a funeral', 'lol', 'much ado about nothing', 'dear wendy']",
poultrygeist: night of the chicken dead,"[""return to return to nuke 'em high aka volume 2"", 'anna and the apocalypse', 'romance & cigarettes', 'mamma mia!', '42nd street', 'the walking deceased', ""neal 'n' nikki"", 'the santa clause', 'boyz n the hood', 'from justin to kelly', 'bran nue dae', 'zombie hunter', 'detention of the dead', 'zombie pizza', 'dylan dog: dead of night', 'happy feet 2', 'school daze', ""marilyn hotchkiss' ballroom dancing and charm school"", 'playing with fire', 'annie', 'vampire in brooklyn']",
mutual friends,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
42nd street,"['top hat', 'annie get your gun', 'poultrygeist: night of the chicken dead', ""singin' in the rain"", ""neal 'n' nikki"", 'from justin to kelly', 'happy feet 2', ""marilyn hotchkiss' ballroom dancing and charm school"", 'fame', 'the last five years', 'she done him wrong', 'mamma mia!', 'bathing beauty', 'the producers', ""cats don't dance"", 'the broadway melody', 'high school musical 2', 'rock of ages', 'high school musical 3: senior year', 'show boat', 'confessions of a dangerous mind']",
rise of the entrepreneur: the search for a better way,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
metropolitan,"['damsels in distress', 'sex and the city 2', 'dream with the fishes', 'love ranch', 'trust the man', 'walking and talking', 'tall girl', 'i think i love my wife', 'the good guy', 'the wendell baker story', 'chuck & buck', 'mr 3000', 'mystic pizza', 'tadpole', 'fame', 'remember me', 'this christmas', 'the perez family', '200 cigarettes', 'griff the invisible', 'next stop wonderland']",
as it is in heaven,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
roadside,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
napoleon dynamite,"['the benchwarmers', 'good intentions', 'made', 'vampires suck', 'christmas eve', 'ed and his dead mother', 'school for scoundrels', 'harold & kumar escape from guantanamo bay', 'iron man 2', 'iron man', 'legend of kung fu rabbit', 'a true story', 'gentlemen broncos', 'my date with drew', 'twin falls idaho', 'blades of glory', 'meet the spartans', 'little nicky', 'just like heaven', 'the producers', 'the ridiculous 6']",
blue ruin,"['prisoners', 'i am wrath', 'pickings', 'payback', '15 minutes', ""brooklyn's finest"", 'the gunman', 'brighton rock', 'kill the messenger', 'four brothers', 'the salton sea', 'a thin line between love and hate', 'adulterers', 'the infiltrator', 'death sentence', 'harry brown', 'sicario: day of the soldado', 'righteous kill', 'run all night', 'street fighter: the legend of chun-li', 'the specialist']",
paranormal activity,"['paranormal activity 2', 'the last exorcism part ii', 'area 51', 'the devil inside', 'paranormal activity 3', 'what lies beneath', 'grave encounters', 'the last exorcism', 'diary of the dead', 'itsy bitsy', 'her cry: la llorona investigation', 'phoenix forgotten', ""devil's due"", 'paranormal activity: the marked ones', 'exeter', 'the gallows act ii', 'stay alive', 'the gallows', 'the ridges', 'apparition', 'the apparition']",
dogtown and z-boys,"['lords of dogtown', 'dumb: the story of big brother magazine', 'riding giants', 'i want someone to eat cheese with', 'the hebrew hammer', 'michael jordan to the max', 'the real cancun', '8: the mormon proposition', 'deceptive practice: the mysteries and mentors of ricky jay', 'man on wire', 'once in a lifetime: the extraordinary story of the new york cosmos', 'the outrageous sophie tucker', 'the last waltz', 'the rookie', 'my dog skip', 'who killed the electric car?', 'born to fly: elizabeth streb vs. gravity', 'the horse boy', 'days of thunder', 'fuel', 'inside deep throat']",
monty python and the holy grail,"['the magic sword: quest for camelot', 'time bandits', 'fear and loathing in las vegas', 'the brothers grimm', 'brazil', 'the imaginarium of doctor parnassus', 'first knight', 'transformers', 'the last of the mohicans', 'the fisher king', 'ladyhawke', 'the golden child', 'george and the dragon', 'rob roy', 'highlander', 'an alan smithee film: burn hollywood burn', 'barbarella', 'uhf', 'transformers: the last knight', 'conan the destroyer', 'arthur christmas']",
quinceañera,"['dom hemingway', 'the velocity of gary', 'wah-wah', 'still alice', 'open road', 'b-girl', ""everybody's fine"", 'the longest day', 'tora! tora! tora!', 'the secret life of bees', 'partition', 'tycoon', 'shangri-la suite', 'handsome devil', 'last holiday', 'blood in blood out', 'cradle will rock', 'a madea christmas', 're-kill', 'go for it!', 'hayride']",
gory gory hallelujah,"[""return to return to nuke 'em high aka volume 2"", 'nanny mcphee returns', 'the magic sword: quest for camelot', 'stung', ""jennifer's body"", 'an american carol', 'woman on top', 'bran nue dae', ""freddy's dead: the final nightmare"", 'thomas and the magic railroad', 'the adventures of elmo in grouchland', 'vamps', 'rubber', ""a dog's breakfast"", 'down terrace', 'eat locals', 'annie', ""can't stop the music"", 'vampire in brooklyn', 'vampire killers', 'the brass teapot']",
tarnation,"['indie game: the movie', 'the image revolution', 'star trek: insurrection', 'star trek: first contact', 'the railway man', 'the hebrew hammer', 'sexy beast', 'the deep end of the ocean', 'house at the end of the drive', 'the haunting of sharon tate', 'bully', 'the silence of the lambs', 'all the boys love mandy lane', 'sgt. bilko', 'ed and his dead mother', 'born to fly: elizabeth streb vs. gravity', 'the past is a grotesque animal', 'the texas chainsaw massacre: the beginning', 'u-571', 'inside deep throat', 'beyond the mat']",
i want your money,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
love in the time of monsters,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
the beyond,"['shark night 3d', 'savageland', 'brightburn', 'house at the end of the drive', 'maggie', 'stung', 'a plague so pleasant', 'the cured', 'final destination 2', ""a dog's breakfast"", 'teeth and blood', 'saw v', 'twilight zone: the movie', 'flirting with disaster', 'wolf', 'the final destination', 'splice', 'firestarter', 'into the grizzly maze', 'incident at loch ness', 'ghosts of darkness']",
what happens in vegas,"[""you've got mail"", 'failure to launch', 'bride wars', 'last vegas', 'i feel pretty', 'patch adams', 'hollywood ending', 'the broken hearts club: a romantic comedy', 'last christmas', 'the back-up plan', 'confessions of a teenage drama queen', 'after the wedding', 'a guy thing', '3 men and a baby', 'plus one', 'license to wed', ""isn't she great"", 'my big fat greek wedding 2', 'barfi', 'the house', 'beavis and butt-head do america']",
the dark hours,"['the cottage', 'i trapped the devil', 'truth or dare', 'malevolence', 'sublime', 'the cell', 'hannibal rising', 'midnight special', 'red dragon', 'dracula 2000', '2:22', 'breaking in', 'funny games', 'hollow man', 'ravenous', 'yoga hosers', 'friday the 13th part vii: the new blood', 'berlin syndrome', 'victor frankenstein', 'feardotcom', 'my bloody valentine']",
my beautiful laundrette,"['trust the man', 'florence foster jenkins', 'the perez family', 'chicken tikka masala', 'bend it like beckham', 'aloha', 'high fidelity', 'walking and talking', 'jersey girl', 'namastey london', 'the wendell baker story', 'the velocity of gary', 'four christmases', 'drive me crazy', 'imagine me & you', 'tadpole', 'bride & prejudice', 'griff the invisible', 'brick lane', 'the brothers mcmullen', 'mrs henderson presents']",
fabled,"['something wicked', 'the ridges', 'don mckay', '#horror', 'lake mungo', 'silent house', 'malevolence', 'the prophecy', 'soul survivors', 'the haunting in connecticut 2: ghosts of georgia', ""aaron's blood"", 'insidious: the last key', 'the pet', '47 meters down', 'berlin syndrome', 'the spanish prisoner', 'what lies beneath', 'boogeyman', 'the matador', 'escape room', 'the in crowd']",
show me,"['disturbia', 'sleight', 'freddy vs. jason', 'dead man down', 'john q', 'stolen', 'extortion', 'in dreams', 'hostage', 'harvard man', 'subway', 'sleepless', 'the betrayed', 'nine dead', 'we need to talk about kevin', 'greta', 'the pet', 'kavan', 'kiss the girls', '10 cloverfield lane', 'the negotiator']",
cries & whispers,"['miss julie', 'little women', ""marvin's room"", 'little women', 'the brothers', 'rachel getting married', 'the eye', 'howards end', 'las plantas', 'happiness', 'guiana 1838', 'the barbarian invasions', 'the sea inside', 'one true thing', 'summer storm', 'funny people', 'soul food', 'our idiot brother', 'shotgun stories', '28 weeks later', 'the bucket list']",
intolerance: love's struggle throughout the ages,"['fort mccoy', 'elizabeth', 'city of life and death', 'for greater glory: the true story of cristiada', 'elizabeth: the golden age', 'bitter harvest', 'richard jewell', 'a hidden life', 'free state of jones', 'paul apostle of christ', 'waltz with bashir', 'seven years in tibet', 'the alamo', 'flyboys', 'gods and generals', 'the warlords', '55 days at peking', 'she done him wrong', 'rangoon', 'midway', 'inchon']",
trekkies,"['a lego brickumentary', 'star trek: the motion picture', 'star trek iii: the search for spock', 'star trek v: the final frontier', 'star trek iv: the voyage home', 'abacus: small enough to jail', 'i am not your negro', 'get me roger stone', 'tupac: resurrection', 'freakonomics', 'in dubious battle', 'the institute', 'future world', 'hoop dreams', 'survivor', 'the woman in black', 'man on wire', 'avatar', 'of gods and men', 'time to choose', 'plush']",
the broadway melody,"['fame', 'she done him wrong', 'rent', ""neal 'n' nikki"", 'from justin to kelly', 'the magic flute', ""marilyn hotchkiss' ballroom dancing and charm school"", ""alexander's ragtime band"", 'romance & cigarettes', 'beyond the valley of the dolls', 'the sun is also a star', 'burlesque', 'the last five years', 'everyone says i love you', 'annie get your gun', 'alfie', 'against the ropes', 'new york new york', 'enchanted', '42nd street', 'idlewild']",
the evil dead,"['evil dead ii', 'army of darkness', 'evil dead', 'drag me to hell', 'my name is bruce', 'spider-man', 'oz the great and powerful', 'the grudge', 'spider-man 2', 'shaun of the dead', 'the quick and the dead', 'the cured', 'hellraiser', 'for love of the game', 'darkness', 'a simple plan', ""rosemary's baby"", 'phantasm ii', 'creepshow 2', 'pontypool', 'anna and the apocalypse']",
maniac,"['amityville: the awakening', 'may', 'funny games', 'the last house on the left', 'the collection', 'friday the 13th part iii', 'black christmas', 'cry_wolf', 'creepshow 2', 'jason goes to hell: the final friday', ""no man's land: the rise of reeker"", 'bad samaritan', 'run hide die', 'halloween 4: the return of michael myers', 'the strangers: prey at night', 'my soul to take', 'white noise 2: the light', 'the cell', 'freeway', 'the silence of the lambs', 'the frozen']",
murderball,"['michael jordan to the max', 'touching the void', 'beer league', 'facing the giants', 'beyond the mat', 'the other dream team', 'the hammer', 'overcomer', 'fat sick & nearly dead', 'the game plan', 'taxi to the dark side', 'varsity blues', 'hoop dreams', 'the wrestler', 'the damned united', 'resurrecting the champ', 'unbroken', 'invictus', 'play it to the bone', ""who's your caddy?"", 'once in a lifetime: the extraordinary story of the new york cosmos']",
american ninja 2: the confrontation,"['jarhead', 'supercross', 'shame', 'pain & gain', 'the finest hours', '12 strong', 'immortals', 'pearl harbor', 'the other end of the line', '300', 'kill bill: vol. 2', 'proof of life', 'the last castle', 'arn: the knight templar', 'deuces wild', 'slacker uprising', 'sands of iwo jima', 'light from the darkroom', '13 hours', 'the count of monte cristo', 'hudson hawk']",
51 birch street,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
rotor dr1,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
12 angry men,"['the verdict', 'find me guilty', 'the rainmaker', 'freeze frame', 'legal eagles', 'amigo', 'the juror', 'open secret', 'a time to kill', 'point blank', 'machine gun mccain', 'dead man walking', ""donovan's reef"", 'gotti', 'basic', 'sleepers', 'four brothers', 'operation chromite', 'boyz n the hood', 'the rookie', 'mi america']",
my dog tulip,"['megan leavey', 'gods and monsters', 'sunshine cleaning', 'thomas and the magic railroad', 'infamous', 'sunday school musical', 'two lovers', 'old joy', 'wolf', 'black book', 'bright star', 'men with brooms', ""a dog's purpose"", ""something's gotta give"", 'julie & julia', 'opal dream', 'morvern callar', 'wendy and lucy', 'the tigger movie', 'faithful', 'come early morning']",
it happened one night,"['the singles ward', 'state fair', 'among giants', ""you can't take it with you"", 'up close & personal', 'the sweetest thing', 'i think i love my wife', 'top five', '27 dresses', 'the princess diaries 2: royal engagement', 'blended', 'the jimmy show', 'hall pass', 'you again', 'the last five years', 'she done him wrong', 'boom town', 'just go with it', 'shall we dance', 'friends with money', 'the front page']",
dogtooth,"['the in crowd', 'limbo', 'black swan', 'proof of life', 'mad city', 'adulterers', 'gemini man', 'donnie darko', 'lost souls', 'albino alligator', 'berlin syndrome', 'the quiet', 'beirut', 'money monster', 'the crying game', 'the conversation', 'the favourite', 'the pet', 'kavan', 'sphere', '10 cloverfield lane']",
tupac: resurrection,"['katy perry: part of me', 'always woodstock', 'born to fly: elizabeth streb vs. gravity', 'the past is a grotesque animal', 'cadillac records', 'copying beethoven', 'dance flick', 'the 33', ""dave chappelle's block party"", 'mad hot ballroom', 'bodied', 'freakonomics', 'the last song', 'b-girl', 'hustle & flow', 'shine a light', 'the strange ones', 'straight outta compton', ""i'm not there."", 'jefferson in paris', 'american splendor']",
tumbleweeds,"['the salon', 'woman thou art loosed', 'dream with the fishes', 'trust the man', 'clerks ii', 'obvious child', 'quartet', 'foolish', 'walking and talking', 'did you hear about the morgans?', 'jersey girl', 'pride and glory', 'anywhere but here', 'bringing down the house', 'the wendell baker story', 'wish i was here', 'chuck & buck', 'the women', 'good deeds', 'the lucky ones', 'the players club']",
the prophecy,"['red riding hood', 'escape room', ""daniel isn't real"", 'fabled', 'prophecy', 'ultramarines: a warhammer 40000 movie', 'unnatural', 'vamps', 'the haunting', 'dylan dog: dead of night', 'dracula 2000', 'stay alive', 'dragon wars: d-war', 'legion', 'left behind', 'book of shadows: blair witch 2', 'insidious', 'after', 'insidious: the last key', 'lady in white', 'prison']",
when the cat's away,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
pieces of april,"['the cleanse', 'please give', 'in the land of women', 'simon birch', 'madea goes to jail', 'the good guy', 'the odd life of timothy green', 'boundaries', 'ben is back', 'shall we dance', 'martian child', 'focus', 'just looking', 'the truman show', 'girl 6', 'doctor dolittle', 'the upside of anger', 'everything everything', 'ready to rumble', 'quartet', 'saint john of las vegas']",
the big swap,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
