movie_title,recommend
Brimstone,"['irreversible', 'Wind River', 'the boy next door', 'the number 23', 'subconscious', ""Darlin'"", 'hobo with a shotgun', 'forsaken', 'edge of darkness', 'lake mungo', '8mm', 'young guns', 'regression', 'very bad things', 'Sicario: Day of the Soldado', 'something wicked', 'the skeleton key', 'the boy', 'the x files', 'eastern promises', 'eye for an eye']"
The White King,"['never let me go', 'sleep dealer', 'the giver', 'super mario bros.', 'War for the Planet of the Apes', 'i, robot', 'cloud atlas', 'the hunger games', 'elysium', 'insurgent', 'surrogates', 'the host', 'archaeology of a woman', 'seeking a friend for the end of the world', 'code 46', 'allegiant', 'tank girl', 'the hunger games: mockingjay - part 2', 'divergent', 'the 5th wave', 'under the skin']"
Risk,"['maximum risk', 'born to fly: elizabeth streb vs. gravity', 'my life without me', 'the real cancun', 'the grudge 2', 'the diving bell and the butterfly', 'loving annabelle', 'the boondock saints', 'the punisher', ""she's the man"", 'leaving las vegas', 'indiana jones and the last crusade', 'surfer, dude', 'time to choose', 'crop circles: quest for truth', 'give me shelter', 'little big top', 'Casting JonBenet', 'Dumb: The Story of Big Brother Magazine', 'extraordinary measures', 'the hills have eyes ii']"
Kiki,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Shangri-La Suite,"['freeheld', 'the theory of everything', 'the best of me', 'fifty shades of grey', 'heli', 'madea goes to jail', 'Lost in Florence', 'Tall Girl', 'dark blue', 'step up', 'the wendell baker story', 'we are your friends', 'better luck tomorrow', 'shanghai surprise', 'good deeds', 'a thin line between love and hate', 'dinner rush', 'speedway junky', 'tadpole', 'red dragon', 'out of time']"
Godless,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
The Space Between Us,"['charly', 'seeking a friend for the end of the world', 'code 46', 'Orbiter 9', 'the truman show', 'the giver', 'jason x', 'the time machine', 'zoom', 'thomas and the magic railroad', 'arn: the knight templar', 'destiny', 'yesterday was a lie', 'the saint', 'final fantasy: the spirits within', 'hannah montana: the movie', 'the incredible hulk', ""the time traveler's wife"", 'the lovers', 'how to deal', 'space battleship yamato']"
National Bird,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
I Am Not Your Negro,"['Glass', 'Abacus: Small Enough to Jail', 'trekkies', 'tupac: resurrection', 'Samson', 'kevin hart: let me explain', 'aroused', 'Captain Marvel', 'freakonomics', 'In Dubious Battle', 'Chasing Trane', 'phantasm ii', 'the gatekeepers', 'The Institute', 'LA 92', 'The Strange Ones', 'Future World', 'hoop dreams', 'xXx: Return of Xander Cage', 'the hobbit: the battle of the five armies', 'howards end']"
Kedi,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
A Dog's Purpose,"[""A Dog's Journey"", ""hachi: a dog's tale"", 'thomas and the magic railroad', 'the hundred-foot journey', 'Little Monsters', 'marley & me', 'the rookie', ""what to expect when you're expecting"", 'Toy Story 4', 'in good company', 'because of winn-dixie', 'wish i was here', 'the jungle book', 'doctor dolittle', 'frozen', 'babe: pig in the city', 'the odd life of timothy green', 'the hoax', 'tristram shandy: a cock and bull story', 'The Art of Racing in the Rain', 'safe haven']"
Manifesto,"[""Where'd You Go, Bernadette"", 'Mowgli: Legend of the Jungle', '1982', 'the loss of sexual innocence', 'flightplan', 'the young and prodigious t.s. spivet', 'woman in gold', 'plastic', 'something wicked', 'remember me', 'the banger sisters', 'The Case for Christ', 'The Goldfinch', 'london has fallen', 'shadowlands', 'Maudie', ""Ocean's 8"", 'flawless', 'the diving bell and the butterfly', 'my life without me', 'Berlin Syndrome']"
The Little Hours,"['how to be single', 'get hard', 'i want someone to eat cheese with', 'In Dubious Battle', 'black knight', 'Ingrid Goes West', 'the five-year engagement', 'strange wilderness', 'bad grandpa', 'the lego movie', 'little black book', 'troop beverly hills', 'the walking deceased', 'Goon: Last of the Enforcers', 'foolish', 'Stuber', ""you've got mail"", 'love stinks', 'safety not guaranteed', ""Where'd You Go, Bernadette"", 'the mirror has two faces']"
Fist Fight,"['superhero movie', 'head of state', 'the players club', 'are we there yet?', 'the boxtrolls', 'cop out', ""trippin'"", 'the greatest movie ever sold', 'Mad Families', 'there goes my baby', 'The Lovers', 'Permission', 'the history boys', 'detention of the dead', 'get over it', 'Eat Locals', 'Booksmart', 'holy man', 'here comes the boom', 'the new guy', 'drive me crazy']"
Sleepless,"['Arsenal', 'Pickings', 'brick mansions', 'killing them softly', '3000 miles to graceland', 'heist', 'american heist', 'safe men', 'gangster squad', 'underclassman', 'run all night', 'max payne', 'armored', 'Trespass Against Us', 'stolen', 'wild card', 'harley davidson and the marlboro man', 'a lonely place to die', 'Extortion', 'the way of the gun', 'blue streak']"
A Cure for Wellness,"['all superheroes must die', 'pandorum', 'the lazarus effect', 'the forest', 'Phoenix Forgotten', 'existenz', 'Resident Evil: Vendetta', 'ultraviolet', 'the last days on mars', ""the devil's tomb"", 'ultramarines: a warhammer 40,000 movie', 'circle', 'chernobyl diaries', 'death race', 'the faculty', '10 cloverfield lane', 'apollo 18', 'the jacket', 'dylan dog: dead of night', 'cube', 'the relic']"
The Man,"['the man', 'meteor', 'defendor', 'dead snow', 'carnage', 'Tom of Finland', 'My Hero Academia: Two Heroes', 'gods and monsters', 'flight', 'the hundred-foot journey', 'of horses and men', 'life during wartime', 'griff the invisible', 'harriet the spy', 'my super ex-girlfriend', 'The Lego Batman Movie', 'unbreakable', 'astro boy', 'Deadpool 2', 'sky high', 'birdman or (the unexpected virtue of ignorance)']"
xXx: Return of Xander Cage,"['spectre', 'The Fate of the Furious', 'guardians of the galaxy', ""charlie's angels: full throttle"", 'johnny english reborn', 'the last witch hunter', 'Johnny English Strikes Again', 'xxx', 'a man apart', 'big mommas: like father, like son', 'Shaft', 'Spider-Man: Far From Home', 'furious 7', 'the chronicles of riddick', 'the art of war', 'spy kids: all the time in the world in 4d', ""charlie's angels"", 'saving private ryan', 'the fast and the furious', 'agent cody banks', 'into the blue']"
The Bye Bye Man,"['the prince', 'antiviral', 'silent house', 'lake mungo', 'the amityville horror', 'paranormal activity: the marked ones', 'case 39', 'final destination', 'saw iii', 'Vamps', 'the skeleton key', 'the cabin in the woods', 'the rage: carrie 2', 'The Nun', 'loser', 'nurse 3d', 'The Domestics', 'Apparition', 'the apparition', 'saw vi', 'severance']"
Prevenge,"['creepshow 2', 'the craft', 'white noise 2: the light', 'a thin line between love and hate', 'saving face', 'the little vampire', 'the woman in black', 'the lords of salem', 'signed sealed delivered', 'the wolfman', 'elysium', 'dragon wars: d-war', 'black christmas', 'a nightmare on elm street 5: the dream child', 'unfaithful', 'willard', 'yoga hosers', 'prison', 'Doctor Sleep', 'what lies beneath', 'seed of chucky']"
The Lego Batman Movie,"['the lego movie', 'The Lego Movie 2: The Second Part', 'Missing Link', 'puss in boots', 'men in black 3', 'tmnt', 'My Hero Academia: Two Heroes', 'cloudy with a chance of meatballs 2', 'foodfight!', 'the crow', 'thor: the dark world', 'thor', 'garfield', 'osmosis jones', 'Incredibles 2', 'g-force', 'astro boy', 'Justice League', 'Guardians of the Galaxy Vol. 2', 'Justice League Dark', 'megamind']"
A Wedding,"['After the Wedding', 'the christmas bunny', 'a madea christmas', 'the family stone', 'jumping the broom', 'all is bright', 'happy christmas', 'christmas mail', 'four christmases', 'the mirror has two faces', 'eye of the beholder', 'the christmas candle', 'conversations with other women', 'this christmas', 'admission', 'Table 19', 'london has fallen', 'the story of us', 'scrooged', 'birth', 'Crazy Rich Asians']"
Kung Fu Yoga,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Rangoon,"['Tubelight', 'airlift', 'Ok Jaanu', 'Bitter Harvest', 'flyboys', 'the warlords', 'ta ra rum pum', 'cold mountain', 'passchendaele', ""one man's hero"", 'solomon and sheba', 'yeh jawaani hai deewani', 'fiza', 'the legend of suriyothai', 'henry v', 'earth', 'fort mccoy', 'joyeux noel', 'pearl harbor', 'the flowers of war', 'for greater glory: the true story of cristiada']"
Death Race 2050,"['surrogates', 'death race 2000', 'tank girl', 'after earth', 'the 6th day', 'battle for the planet of the apes', 'def-con 4', 'the specials', 'deadpool', 'death race', 'inspector gadget', 'Rakka', 'mad max: fury road', 'wild wild west', 'megiddo: the omega code 2', 'queen crab', 'i, robot', 'elysium', 'the purge: election year', 'detention', 'the ice pirates']"
Trespass Against Us,"['bad boys', 'gangster squad', 'the counselor', 'haywire', 'kill bill: vol. 2', 'true romance', 'get carter', 'exit wounds', 'wild card', 'romeo is bleeding', 'set it off', 'jonah hex', 'Pickings', 'kiss of death', 'paparazzi', 'S.W.A.T.: Under Siege', 'Stuber', 'the pacifier', 'proof of life', 'the last castle', 'secret in their eyes']"
Claire in Motion,"['tanner hall', 'somewhere', 'lol', 'born of war', 'the kids are all right', 'wendy and lucy', 'Love, Gilda', 'the last song', 'blood and chocolate', 'money monster', 'silent house', 'things we lost in the fire', 'the young unknowns', 'archaeology of a woman', 'battle of the year', 'the in crowd', 'the secret life of bees', 'zipper', 'real women have curves', 'thirteen conversations about one thing', 'clockwatchers']"
Coin Heist,"['alex rider: operation stormbreaker', 'i am number four', 'The Hate U Give', 'heist', 'hoot', 'armored', 'iBoy', 'eragon', 'wonderland', 'percy jackson & the olympians: the lightning thief', ""nick and norah's infinite playlist"", 'taxi to the dark side', 'A.X.L.', 'blood and wine', 'the sisterhood of the traveling pants', 'the outsiders', 'the chronicles of narnia: prince caspian', 'the princess diaries', 'holes', 'beastly', 'killing them softly']"
Rings,"['mama', 'The Cleanse', 'soul survivors', 'yoga hosers', 'Doctor Sleep', 'oculus', 'sinister 2', 'a nightmare on elm street 4: the dream master', 'a nightmare on elm street', 'into the woods', 'dark shadows', 'the cure', 'Pirates of the Caribbean: Dead Men Tell No Tales', 'lake mungo', 'detention of the dead', 'her cry: la llorona investigation', 'Pitch Perfect 3', 'Asylum of Darkness', 'white noise', 'the purge: anarchy', 'thinner']"
Clinical,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Jim Gaffigan: Cinco,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Eu Fico Loko,"['gabriela', 'Internet - O Filme', 'the names of love', 'to rome with love', 'be kind rewind', 'the second mother', 'Eighth Grade', ""dave chappelle's block party"", ""world's greatest dad"", 'Spies in Disguise', 'wasabi', 'when harry met sally...', 'the triplets of belleville', 'the artist', 'the perfect man', 'good morning, vietnam', 'welcome to the sticks', 'the green hornet', ""a hard day's night"", 'scary movie 3', 'the three stooges']"
The Crash,"['pride and glory', 'Point Blank', 'sleepers', 'homefront', 'owning mahowny', 'my soul to take', 'Black and Blue', 'hard rain', 'grosse pointe blank', 'contraband', 'mindhunters', 'all good things', 'firestorm', 'the purge: election year', 'the spirit', 'sin city', 'the yards', 'the girl with the dragon tattoo', 'sin city: a dame to kill for', 'the betrayed', 'blackhat']"
Kizumonogatari Part 3: Reiketsu,"['Hotel Transylvania 3: Summer Vacation', 'Sherlock Gnomes', 'ponyo', 'twixt', ""Mary and the Witch's Flower"", 'the mortal instruments: city of bones', 'monster house', 'anastasia', 'ultramarines: a warhammer 40,000 movie', 'let me in', 'My Hero Academia: Two Heroes', ""howl's moving castle"", 'dylan dog: dead of night', 'pokémon 3: the movie', 'princess mononoke', ""winter's tale"", 'harlock: space pirate', 'viy', 'moon', 'bubba ho-tep', 'hotel transylvania']"
John Wick: Chapter 2,"['John Wick: Chapter 3 – Parabellum', 'speed', 'alex cross', 'the transporter refueled', ""smokin' aces"", 'Running with the Devil', 'wanted', 'run all night', 'street kings', 'the boondock saints ii: all saints day', 'robocop 3', 'the collection', 'The Fate of the Furious', 'the green hornet', 'bad boys', 'Escape Plan: The Extractors', 'chain reaction', 'the watcher', 'brick mansions', ""The Girl in the Spider's Web"", 'rush hour 3']"
Get Out,"['nine dead', '10 cloverfield lane', 'Velvet Buzzsaw', 'Us', 'nurse 3d', 'the apparition', 'i spit on your grave', 'the cabin in the woods', 'stir of echoes', 'The Perfection', 'victor frankenstein', 'the cottage', 'The Haunting of Sharon Tate', 'The Cloverfield Paradox', 'disturbia', 'the cure', 'the client', 'chernobyl diaries', 'kiss the girls', 'the forest', '#horror']"
Logan,"['the wolverine', 'x-men', 'x-men origins: wolverine', 'x-men: the last stand', 'chappie', 'x-men: apocalypse', 'x-men: days of future past', 'the amazing spider-man 2', 'guardians of the galaxy', 'Guardians of the Galaxy Vol. 2', 'superman returns', 'terminator genisys', 'real steel', 'green lantern', 'elysium', 'the purge: election year', 'superman iii', 'meteor', 'x-men: first class', 'batman v superman: dawn of justice', 'allegiant']"
Kong: Skull Island,"['Captain Marvel', 'Thor: Ragnarok', 'Spider-Man: Far From Home', 'x-men: days of future past', 'x-men origins: wolverine', 'george and the dragon', ""pirates of the caribbean: dead man's chest"", 'cloverfield', 'king kong', 'red sonja', 'Rampage', 'thor: the dark world', 'thor', 'godzilla 2000', 'mighty joe young', 'Cold Pursuit', 'mortal kombat', 'x-men: the last stand', 'last action hero', 'Justice League', 'xXx: Return of Xander Cage']"
City of Tiny Lights,"['the protector', 'A Simple Favor', 'kiss the girls', 'homefront', 'harper', 'gone girl', 'the dead girl', 'london has fallen', 'dead man down', 'along came a spider', 'jimmy and judy', 'Extremely Wicked, Shockingly Evil and Vile', 'vantage point', 'swimming pool', 'broken city', 'wonderland', 'In Dubious Battle', 'city by the sea', 'the yards', 'dirty pretty things', 'Small Crimes']"
T2 Trainspotting,"['trainspotting', 'along came a spider', 'Doctor Sleep', 'fish tank', 'escape from alcatraz', 'payback', '25th hour', 'killing zoe', 'the homesman', 'requiem for a dream', 'hurricane streets', 'trance', 'the night visitor', 'Extremely Wicked, Shockingly Evil and Vile', 'the boondock saints ii: all saints day', 'prison', 'Extortion', '15 minutes', 'a history of violence', ""things to do in denver when you're dead"", 'buffalo soldiers']"
Science Fiction Volume One: The Osiris Child,"['victor frankenstein', 'primer', 'jupiter ascending', 'universal soldier: the return', 'the chronicles of riddick', ""the astronaut's wife"", 'wing commander', 'agent cody banks 2: destination london', 'Spark: A Space Tail', 'iron man 3', 'star trek into darkness', 'guardians of the galaxy', 'gravity', 'titan a.e.', 'zathura: a space adventure', 'space chimps', 'Life', 'x-men: the last stand', 'star wars: episode i - the phantom menace', 'dune', 'jason x']"
Before I Fall,"['The Sun Is Also a Star', 'now is good', 'paper towns', 'the fault in our stars', 'beautiful creatures', 'if i stay', 'slam', 'hoot', 'november', 'the hunger games', 'wonderland', 'the spectacular now', 'Berlin Syndrome', 'allegiant', 'the number 23', ""nick and norah's infinite playlist"", 'Flower', 'Escape Room', 'The Professor', 'the perks of being a wallflower', 'the in crowd']"
The Big Sick,"[""it's complicated"", 'little black book', 'living out loud', ""won't back down"", 'the vow', ""something's gotta give"", 'the break-up', 'home for the holidays', 'the weather man', 'raising helen', 'Dolemite Is My Name', 'Stuber', 'take me home tonight', 'did you hear about the morgans?', 'our brand is crisis', 'wish i was here', 'me and orson welles', 'man of the year', 'The Seagull', 'sex and the city 2', 'fame']"
Ingrid Goes West,"['due date', 'Long Shot', 'cyrus', 'where the heart is', 'the stewardesses', 'Destination Wedding', 'man on the moon', 'soul food', 'Nancy Drew and the Hidden Staircase', 'the informant!', 'the wackness', 'hits', 'charlie bartlett', 'the great gatsby', 'youth in revolt', 'magic mike xxl', 'in the company of men', 'The Little Hours', 'Eighth Grade', 'the perfect game', 'love and death on long island']"
I Don't Feel at Home in This World Anymore,"['down terrace', 'novocaine', 'underclassman', 'striptease', 'identity thief', 'stolen', 'exit wounds', 'street kings', 'untraceable', 'mean streets', 'veronica guerin', 'blue ruin', 'the sentinel', 'My Son', 'bad boys', 'cheap thrills', 'pride and glory', 'in too deep', 'Small Town Killers', 'snakes on a plane', 'confessions of a dangerous mind']"
King Arthur: Legend of the Sword,"['first knight', 'The Kid Who Would Be King', 'the magic sword: quest for camelot', 'force 10 from navarone', 'dracula untold', 'the beastmaster', 'baahubali: the beginning', 'charlie st. cloud', 'kung fu killer', 'ink', 'the man from u.n.c.l.e.', 'dragon wars: d-war', 'george and the dragon', 'left behind', 'rocknrolla', 'highlander', 'pirates of the caribbean: on stranger tides', 'prince of persia: the sands of time', 'cold mountain', 'the crow', 'monty python and the holy grail']"
Beauty and the Beast,"['enchanted', 'cinderella', 'tangled', 'shrek 2', 'ella enchanted', 'harry potter and the chamber of secrets', 'maleficent', 'epic', 'fantasia 2000', 'Maleficent: Mistress of Evil', 'mary poppins', 'Mary Poppins Returns', 'The Lion King', 'Aladdin', 'Little Women', 'the lion king', 'shrek', 'Permission', 'aladdin', ""pete's dragon"", 'Smallfoot']"
Take the 10,"['Becoming Bond', 'Tour de Pharmacy', 'Hotel Transylvania 3: Summer Vacation', 'scary movie 2', 'The Bigfoot Project', 'hitch', 'the bounty hunter', 'paul blart: mall cop 2', 'fun size', 'welcome to collinwood', 'wish i was here', 'the opposite sex', 'Playing with Fire', 'torque', 'soul plane', 'extreme movie', 'safe men', 'Little Monsters', 'sweet home alabama', 'parental guidance', 'you again']"
The Boss Baby,"['The Angry Birds Movie 2', 'the rugrats movie', 'yours, mine and ours', 'the secret life of pets', 'Smurfs: The Lost Village', 'The Secret Life of Pets 2', 'the croods', 'free birds', 'the boss', 'parental guidance', 'doogal', 'legend of kung fu rabbit', 'the peanuts movie', 'yogi bear', 'barnyard', 'Sherlock Gnomes', 'cars 2', 'stuart little 2', 'hoodwinked too! hood vs. evil', 'Despicable Me 3', 'The Addams Family']"
Justice League Dark,"['doomsday', 'Teen Titans: The Judas Contract', 'batman: the dark knight returns, part 2', 'green lantern', 'the league of extraordinary gentlemen', 'x-men origins: wolverine', 'Justice League', 'all superheroes must die', 'man of steel', 'blade: trinity', 'batman v superman: dawn of justice', 'titan a.e.', 'the specials', 'Colossal', 'x-men: the last stand', 'i, frankenstein', 'Aquaman', 'superman returns', 'the wolverine', 'deadpool', 'dragonball: evolution']"
The other me,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Machines,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Call Me by Your Name,"['the perks of being a wallflower', 'Love, Simon', 'the sisterhood of the traveling pants', 'maurice', 'Hot Summer Nights', 'arn: the knight templar', 'summer catch', 'endless love', 'the wackness', 'Every Day', 'After', 'y tu mamá también', 'dear john', 'youth in revolt', 'a home at the end of the world', 'weekend', 'the brothers mcmullen', 'elsa & fred', 'yes', 'My Cousin Rachel', 'steve jobs']"
iBoy,"['allegiant', 'the 5th wave', 'the running man', 'i am number four', 'the host', 'dragonball: evolution', 'timecop', 'the maze runner', 'insurgent', 'ballistic: ecks vs. sever', 'jimmy and judy', 'spectre', 'riddick', 'shaft', 'robocop 3', 'escape plan', 'payback', 'the green hornet', 'dune', 'virtuosity', 'the man who knew too little']"
L'ora legale,"['crazy, stupid, love.', 'focus', 'i love you phillip morris', 'nothing', 'the toxic avenger', 'megamind', 'scary movie 3', 'the three stooges', 'the goods: live hard, sell hard', 'an alan smithee film: burn hollywood burn', 'good intentions', 'outside bet', 'surfer, dude', '3 strikes', 'the deported', 'the hebrew hammer', 'frat party', 'the living wake', 'little big top', 'Humor Me', 'the ridiculous 6']"
Catfight,"['walking and talking', 'The Last Word', 'the adventures of huck finn', 'six days seven nights', 'last holiday', 'a madea christmas', 'critical care', 'the guilt trip', 'keeping the faith', 'bride wars', 'love & other drugs', 'the juror', 'birth', ""Ocean's 8"", 'volcano', 'the intern', 'john q', 'focus', 'donnie brasco', 'the proposal', 'The Favourite']"
A Ghost Story,"['Light of My Life', 'fetching cody', 'a guy named joe', 'charlie st. cloud', 'ghost town', 'The Discovery', 'The Old Man & the Gun', 'seven pounds', 'Song to Song', 'the curious case of benjamin button', 'the twilight saga: eclipse', 'phenomenon', 'mean streets', 'stranger than fiction', 'time changer', ""winter's tale"", 'thomas and the magic railroad', 'poetic justice', 'the rose', 'the wendell baker story', 'somewhere in time']"
Ghost in the Shell,"['the island', 'robocop 3', 'megiddo: the omega code 2', 'chappie', 'terminator 3: rise of the machines', 'robocop', 'the terminator', 'serenity', 'i, robot', 'lucy', 'split second', 'the matrix', 'the matrix reloaded', 'the 6th day', 'the running man', 'virtuosity', 'blade runner', 'automata', 'fortress', 'batman: the dark knight returns, part 2', 'the saint']"
Pork Pie,"['tango & cash', 'loaded weapon 1', 'underclassman', 'bon cop bad cop', 'the heat', 'exit wounds', 'bronson', ""charlie's angels"", 'CHiPS', 'identity thief', 'the corruptor', 'pineapple express', 'bad boys', 'next day air', 'Smetto quando voglio: Masterclass', 'beverly hills cop', 'red 2', 'the departed', 'cop out', 'rush hour 3', 'rush hour 2']"
Bill Burr: Walk Your Way Out,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
XX,"['Body at Brighton Rock', ""jennifer's body"", 'AWOL', 'windsor drive', 'æon flux', 'The Dark Tapes', 'a plague so pleasant', 'The Evil Within', 'timber falls', 'walking and talking', 'vamps', 'movie 43', 'the horror network vol. 1', 'For Here or to Go?', '78/52', 'vampire in brooklyn', 'jason lives: friday the 13th part vi', 'this thing of ours', 'Vamps', ""buffalo '66"", 'the perez family']"
Ok Jaanu,"['yeh jawaani hai deewani', 'Rangoon', 'fiza', 'rocket singh: salesman of the year', 'chicken tikka masala', 'Mom', 'slumdog millionaire', 'endless love', 'chloe', 'elsa & fred', 'My Cousin Rachel', 'alfie', 'Little Women', 'rent', 'footloose', 'beverly hills chihuahua', 'little women', 'the postman always rings twice', 'city of angels', 'the best of me', 'sunshine state']"
Fifty Shades Darker,"['Fifty Shades Freed', 'fifty shades of grey', 'the work and the glory', 'A Million Little Pieces', 'the work and the glory ii: american zion', 'a room with a view', 'the city of your final destination', 'water for elephants', 'The Aftermath', 'tin cup', 'the house of mirth', 'jimmy and judy', 'her', 'the brothers bloom', 'the boy in the striped pajamas', 'the spectacular now', 'In Dubious Battle', 'the dirties', 'little women', 'harvard man', 'moby dick']"
Wilson,"['the family stone', 'Table 19', 'prom', 'the salon', 'the four seasons', 'The Glass Castle', 'Dog Days', 'Knives Out', 'simon birch', 'barbershop 2: back in business', 'The Party', 'did you hear about the morgans?', 'jersey girl', 'in good company', 'because of winn-dixie', 'tumbleweeds', 'Fare', 'the informant!', 'stomp the yard', 'conversations with other women', 'Carrie Pilby']"
Attraction,"['fatal attraction', 'Orbiter 9', 'yesterday was a lie', ""the time traveler's wife"", 'the lovers', 'griff the invisible', 'i origins', 'The Discovery', 'obitaemyy ostrov', 'blast from the past', 'the age of innocence', 'womb', 'charly', 'her', ""the astronaut's wife"", 'my super ex-girlfriend', 'seeking a friend for the end of the world', 'code 46', 'Mamaboy', 'phenomenon', 'never let me go']"
Family Heist,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Don't Knock Twice,"['mama', 'the conjuring 2', 'the horror network vol. 1', 'an american haunting', 'the witch', 'insidious', 'The Covenant', 'final destination 3', 'the craft', 'final destination', 'house of 1000 corpses', 'vampire killers', 'may', 'The Raking', 'paranormal activity 3', 'hansel & gretel get baked', 'warlock: the armageddon', 'the lords of salem', 'Breaking In', 'sinister 2', 'the wolfman']"
The Ticket,"['Permission', 'Her Smell', 'the pet', 'Permission', 'united passions', 'lisa picard is famous', 'a mighty heart', 'imaginary heroes', 'the greatest story ever told', 'welcome to the rileys', 'the velocity of gary', 'A Fantastic Woman', 'eye of the beholder', 'something wicked', 'the last big thing', 'A Fantastic Woman', 'Return to Montauk', 'the great gatsby', 'observe and report', 'Kill Switch', 'Speech & Debate']"
Lavender,"['the last exorcism part ii', 'hanna', 'the girl on the train', 'before i go to sleep', 'The Shadow Effect', 'memento', 'the long kiss goodnight', 'butterfly', 'regression', 'Kidnap', 'stop-loss', 'shattered', 'the butterfly effect', 'private benjamin', ""don't say a word"", 'the vow', 'trance', 'bright star', 'vanilla sky', 'faithful', 'Before I Fall']"
Detour,"['dream house', 'severance', 'fortress', 'the forsaken', 'the calling', 'windsor drive', 'forget me not', 'triangle', 'alex cross', 'quartet', 'paranormal activity: the marked ones', 'shotgun stories', 'final destination', 'Carrie Pilby', 'Arsenal', 'stealth', 'xxx', 'fair game', 'wicker park', 'megiddo: the omega code 2', 'a mighty wind']"
The Book of Love,"[""losin' it"", 'palo alto', 'there goes my baby', 'better luck tomorrow', 'Booksmart', 'slam', 'hits', 'fast times at ridgemont high', 'sleepover', 'get low', 'the loved ones', 'the virginity hit', 'ask me anything', 'now is good', 'paper towns', 'rushmore', 'iBoy', 'wild card', ""world's greatest dad"", 'mean machine', 'the spectacular now']"
