director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
Baran bo Odar,Michelle Monaghan,Action Crime Thriller,Jamie Foxx,Sleepless,Dermot Mulroney
Gore Verbinski,Jason Isaacs,Mystery Thriller Horror Sci-Fi,Dane DeHaan,A Cure for Wellness,Mia Goth
Charlotte Sieling,Ane Dahl Torp,Drama Comedy,Jakob Oftebro,The Man,Søren Malling
D.J. Caruso,Ice Cube,Action Adventure Crime,Vin Diesel,xXx: Return of Xander Cage,Samuel L. Jackson
Stacy Title,Lucien Laviscount,Horror Thriller,Douglas Smith,The Bye Bye Man,Cressida Bonas
Alice Lowe,Jo Hartley,Horror Comedy Drama Thriller Fantasy,Alice Lowe,Prevenge,Kate Dickie
Chris McKay,Zach Galifianakis,Action Animation Comedy Family Fantasy,Will Arnett,The Lego Batman Movie,Michael Cera
Stephan Streker,Sébastien Houbani,Drama,Lina El Arabi,A Wedding,Babak Karimi
Stanley Tong,Disha Patani,Mystery Action Adventure Comedy,Jackie Chan,Kung Fu Yoga,Sonu Sood
Vishal Bhardwaj,Shahid Kapoor,War History Drama Romance,Saif Ali Khan,Rangoon,Kangana Ranaut
G.J. Echternkamp,Malcolm McDowell,Action Comedy Sci-Fi,Manu Bennett,Death Race 2050,Marci Miller
Adam Smith,Brendan Gleeson,Action Drama Crime Thriller,Michael Fassbender,Trespass Against Us,Lyndsey Marshal
Lisa Robinson Annie J. Howell,Chris Beetem,Drama,Betsy Brandt,Claire in Motion,Zev Haworth
Emily Hagins,Alexis G. Zall,Family Crime,Alex Saxon,Coin Heist,Sasha Pieterse
F. Javier Gutiérrez,Alex Roe,Horror,Matilda Anna Ingrid Lutz,Rings,Johnny Galecki
Alistair Legrand,Kevin Rahm,Thriller,Vinessa Shaw,Clinical,Aaron Stanford
Bruno Garotti,Alessandra Negrini,Comedy,Michel Joelsas,Eu Fico Loko,Marcello Airoldi
Aram Rappaport,Minnie Driver,Crime Thriller,Frank Grillo,The Crash,AnnaSophia Robb
Tatsuya Oishi Akiyuki Shinbo,Yui Horie,Animation Fantasy Mystery,Hiroshi Kamiya,Kizumonogatari Part 3: Reiketsu,Maaya Sakamoto
Chad Stahelski,Common,Thriller Action Crime,Keanu Reeves,John Wick: Chapter 2,Laurence Fishburne
Jordan Peele,Allison Williams,Mystery Thriller Horror,Daniel Kaluuya,Get Out,Bradley Whitford
James Mangold,Patrick Stewart,Action Drama Sci-Fi,Hugh Jackman,Logan,Dafne Keen
Jordan Vogt-Roberts,Samuel L. Jackson,Action Adventure Fantasy,Tom Hiddleston,Kong: Skull Island,Brie Larson
Pete Travis,Billie Piper,Crime Drama Thriller,Riz Ahmed,City of Tiny Lights,James Floyd
Danny Boyle,Jonny Lee Miller,Crime Drama,Ewan McGregor,T2 Trainspotting,Ewen Bremner
Shane Abbess,Daniel MacPherson,Sci-Fi,Kellan Lutz,Science Fiction Volume One: The Osiris Child,Isabel Lucas
Ry Russo-Young,Halston Sage,Mystery Drama Thriller,Zoey Deutch,Before I Fall,Logan Miller
Michael Showalter,Zoe Kazan,Comedy Drama Romance,Kumail Nanjiani,The Big Sick,Holly Hunter
Matt Spicer,Elizabeth Olsen,Drama Comedy,Aubrey Plaza,Ingrid Goes West,O'Shea Jackson Jr.
Macon Blair,Elijah Wood,Comedy Crime Drama Thriller,Melanie Lynskey,I Don't Feel at Home in This World Anymore,David Yow
Guy Ritchie,Astrid Bergès-Frisbey,Action Drama Fantasy,Charlie Hunnam,King Arthur: Legend of the Sword,Jude Law
Bill Condon,Dan Stevens,Family Fantasy Romance,Emma Watson,Beauty and the Beast,Luke Evans
Chester Tam,Andy Samberg,Comedy,Stella Maeve,Take the 10,Josh Peck
Tom McGrath,Miles Bakshi,Animation Comedy Family,Alec Baldwin,The Boss Baby,Jimmy Kimmel
Jay Oliva,Jason O'Mara,Action Animation Fantasy Sci-Fi Thriller,Matt Ryan,Justice League Dark,Camilla Luddington
Sotiris Tsafoulias,Dimitris Katalifos,Thriller Mystery,Pigmalion Dadakaridis,The other me,Manos Vakousis
Luca Guadagnino,Armie Hammer,Romance Drama,Timothée Chalamet,Call Me by Your Name,Michael Stuhlbarg
Adam Randall,Maisie Williams,Action Crime Sci-Fi Thriller,Bill Milner,iBoy,Rory Kinnear
Salvatore Ficarra Valentino Picone,Valentino Picone,Comedy,Salvatore Ficarra,L'ora legale,Vincenzo Amato
Onur Tukel,Anne Heche,Comedy Drama,Sandra Oh,Catfight,Alicia Silverstone
David Lowery,Rooney Mara,Drama Fantasy Romance,Casey Affleck,A Ghost Story,Will Oldham
Rupert Sanders,Michael Pitt,Action Sci-Fi Thriller,Scarlett Johansson,Ghost in the Shell,Pilou Asbæk
Matt Murphy,James Rolleston,Action Comedy Crime,Dean O'Gorman,Pork Pie,Ashleigh Cummings
Karyn Kusama Jovanka Vuckovic Roxanne Benjamin St. Vincent,Melanie Lynskey,Horror,Natalie Brown,XX,Breeda Wool
Shaad Ali,Shraddha Kapoor,Drama Romance,Aditya Roy Kapoor,Ok Jaanu,Leela Samson
James Foley,Jamie Dornan,Drama Romance,Dakota Johnson,Fifty Shades Darker,Eric Johnson
Craig Johnson,Sandy Oian-Thomas,Drama Comedy,Woody Harrelson,Wilson,Shaun Brown
Fyodor Bondarchuk,Sergey Garmash,Drama Romance Sci-Fi,Rinal Mukhametov,Attraction,Oleg Menshikov
Pascal Bourdiaux,Reem Kherici,Comedy,Jean Reno,Family Heist,Camille Chamoux
Caradog W. James,Lucy Boynton,Horror,Katee Sackhoff,Don't Knock Twice,Javier Botet
Ido Fluk,Malin Åkerman,Drama,Dan Stevens,The Ticket,Kerry Bishé
Ed Gass-Donnelly,Dermot Mulroney,Drama Thriller,Abbie Cornish,Lavender,Diego Klattenhoff
Christopher Smith,Bel Powley,Thriller,Tye Sheridan,Detour,Emory Cohen
Bill Purple,Maisie Williams,Drama,Jason Sudeikis,The Book of Love,Jessica Biel
Aki Kaurismäki,Sherwan Haji,Comedy Drama,Sakari Kuosmanen,The Other Side of Hope,Simon Al-Bazoon
Alex Grossman,Flavia Watson,Comedy,Troy Doherty,Hickey,Raychel Diane Weiner
Arnaud des Pallières,Adèle Haenel,Drama,Adèle Exarchopoulos,Orphan,Solène Rigot
Martín Hodara,Leonardo Sbaraglia,Mystery Drama Crime Thriller,Ricardo Darín,Black Snow,Laia Costa
Akiva Schaffer Scott Aukerman,Adam Scott,Comedy Music,Michael Bolton,"Michael Bolton's Big, Sexy Valentine's Day Special",Sarah Shahi
Evan Oppenheimer,Emily Atack,Adventure Drama Romance,Brett Dalton,Lost in Florence,Stana Katic
Ben Browder,Sean Astin,Mystery Comedy Thriller Sci-Fi Fantasy,Gina Gershon,Bad Kids of Crestview Academy,Sammi Hanratty
Sydney Sibilia,Valerio Aprea,Action Comedy Crime,Edoardo Leo,Smetto quando voglio: Masterclass,Stefano Fresi
Oliver Schmitz,Steve Coogan,Drama,Andrea Riseborough,Shepherds and Butchers,Deon Lotz
James Franco,Nat Wolff,Drama,James Franco,In Dubious Battle,Selena Gomez
Cate Shortland,Max Riemelt,Mystery Thriller Drama Horror,Teresa Palmer,Berlin Syndrome,Matthias Habich
Jenny Gage,Lena M.,Documentary,Dusty Rose Ryan,All This Panic,Ginger Leigh Ryan
Joel David Moore,Billy Crudup,Comedy Drama,Frank Langella,Youth in Oregon,Christina Applegate
Terrence Malick,Ryan Gosling,Drama Music Romance,Michael Fassbender,Song to Song,Rooney Mara
Marti Noxon,Carrie Preston,Drama,Lily Collins,To the Bone,Lili Taylor
Michael Stephenson,Amber Tamblyn,Comedy Drama,Bob Odenkirk,Girlfriend's Day,Natasha Lyonne
Liu Jian,Cao Kou,Animation Crime,Yang Siming,Have a Nice Day,Ma Xiaofeng
Anne Hamilton,Richard Schiff,Drama Thriller,Peyton Kennedy,American Fable,Kip Pardue
Marc Rothemund,Anna Maria Mühe,Comedy,Kostja Ullmann,My Blind Date with Life,Jacob Matschenz
Mirjana Karanović,Boris Isaković,Drama,Mirjana Karanović,A Good Wife,Marko Nikolić
Agnieszka Holland,Wiktor Zborowski,Crime Drama Mystery Thriller,Agnieszka Mandat-Grabka,Spoor,Jakub Gierszał
Francis Lee,Alec Secareanu,Romance Drama,Josh O'Connor,God's Own Country,Ian Hart
Sebastián Lelio,Francisco Reyes,Drama,Daniela Vega,A Fantastic Woman,Luis Gnecco
Teresa Villaverde,Alice Albergaria Borges,Drama,João Pedro Vaz,Colo,Beatriz Batarda
Călin Peter Netzer,Diana Cavallioti,Drama,Mircea Postelnicu,"Ana, My Love",Carmen Tănase
Rezo Gigineishvili,Tinatin Dalakishvili,Drama,Irakli Kvirikadze,Hostages,Merab Ninidze
So Yong Kim,Riley Keough,Drama Romance,Jena Malone,Lovesong,Jessie Ok Gray
Vladimir Besedin,Ivan Fominov,Action Adventure Sci-Fi Drama,Aleksandr Gorbatov,Major Grom,Anton Kuznetsov
Peter W. Kunhardt Brian Oakes,Susan Buffett,Documentary,Warren Buffett,Becoming Warren Buffett,Bill Gates
Catalina Aguilar Mastretta,José María Yazpik,Romance Comedy,Karla Souza,Everybody Loves Somebody,Ben O'Toole
Dany Boon,Dany Boon,Action Comedy,Alice Pol,R.A.I.D. Special Unit,Michel Blanc
Leslie Libman,Jenna Berman,Drama TV Movie,Natasha Bassett,Britney Ever After,Matthew Harrison
Kerstin Karlhuber,Michael Grant,Family Drama,Tom Wopat,Fair Haven,Gregory Harrison
Destin Cretton,Woody Harrelson,Drama,Brie Larson,The Glass Castle,Naomi Watts
Thomas Torrey,Katherine Drew,Drama Thriller,Thomas Torrey,Fare,J.R. Adduci
Dome Karukoski,Lauri Tilkanen,Drama,Pekka Strang,Tom of Finland,Jakob Oftebro
Kris Avedisian,Allie Marshall,Drama Comedy,Louisa Krause,Donald Cried,Ariana DeFusco
Mike Dudko,Gleb Kaminer,Horror Comedy,Rachel Barrer,Zombie Pizza,Shaun Rey
Lone Scherfig,Sam Claflin,Romance War Comedy Drama,Gemma Arterton,Their Finest,Bill Nighy
Joseph Ruben,Hera Hilmar,Romance Drama War,Michiel Huisman,The Ottoman Lieutenant,Josh Hartnett
William Oldroyd,Cosmo Jarvis,Drama,Florence Pugh,Lady Macbeth,Paul Hilton
Ritesh Batra,Charlotte Rampling,Mystery Drama,Jim Broadbent,The Sense of an Ending,Harriet Walter
Susan Johnson,Nathan Lane,Drama Comedy,Bel Powley,Carrie Pilby,Gabriel Byrne
James Franco Pamela Romanowsky,Tim Blake Nelson,Thriller,James Franco,The Institute,Lori Singer
Filippo Capuzzi Lapietra,Rafinha Bastos,Comedy,Felipe Castanhari,Internet - O Filme,PC Siqueira
Mehdi Idir Grand Corps Malade,Soufiane Guerrab,Drama Comedy,Pablo Pauly,Patients,Moussa Mansaly
Stuart Hazeldine,Octavia Spencer,Drama Fantasy,Sam Worthington,The Shack,Tim McGraw
Svyatoslav Podgayevskiy,Vyacheslav Chepurchenko,Mystery Horror Thriller,Victoria Agalakova,The Bride,Alexandra Rebenok
Daniel Espinosa,Rebecca Ferguson,Horror Sci-Fi Thriller,Jake Gyllenhaal,Life,Ryan Reynolds
Sanjay Gupta,Yami Gautam,Action Crime Romance,Hrithik Roshan,Kaabil,Ronit Roy
Bryan Brewer,Allie Rivera,Horror,Cree Kelly,The Raking,Thatcher Robinson
J.D. Dillard,Seychelle Gabriel,Drama Thriller Action Sci-Fi,Jacob Latimore,Sleight,Sasheer Zamata
Sarah Adina Smith,DJ Qualls,Mystery Drama,Rami Malek,Buster's Mal Heart,Kate Lyn Sheil
Han Jae-rim,Jung Woo-sung,Drama Crime,Jo In-sung,The King,Bae Seong-woo
David Ryan Keith,Paul Flannery,Horror,Michael Koltes,Ghosts of Darkness,Lisa Livingstone
Dean Israelite,Naomi Scott,Action Adventure Sci-Fi,Dacre Montgomery,Power Rangers,RJ Cyler
Ridley Scott,Katherine Waterston,Horror Sci-Fi Thriller,Michael Fassbender,Alien: Covenant,Billy Crudup
Massimiliano Bruno,Alessandro Gassman,Comedy,Marco Giallini,Beata ignoranza,Teresa Romagnoli
Ben Wheatley,Armie Hammer,Action Comedy Crime Thriller,Sharlto Copley,Free Fire,Brie Larson
Kitty Green,Aeona Cruz,Documentary,Hannah Cagwin,Casting JonBenet,Liv Bagley
Etienne Comar,Cécile de France,Drama,Reda Kateb,Django,Àlex Brendemühl
Samuli Valkama,Heikki Nousiainen,Comedy Drama,Noah Kin,Unexpected Journey,Mikko Nousiainen
Oren Moverman,Laura Linney,Drama Thriller,Richard Gere,The Dinner,Steve Coogan
Josef Hader,Georg Friedrich,Comedy Crime Drama,Josef Hader,Wild Mouse,Crina Semciuc
Brian Vernick,Louis Ballezzi,Crime Drama,Cheryl M. Bailey,The Avenue,Shawn Bittenbender
Steven C. Miller,Christopher Rob Bowen,Action Crime Thriller,Nicolas Cage,Arsenal,Adrian Grenier
Adolfo Martínez Pérez,Roberto Álamo,War,Ariadna Gil,Rescue Under Fire,Antonio Garrido
Vanessa Parise,Judd Nelson,Drama,Haley Pullos,From Straight A's to XXX,Sasha Clements
Fernando González Molina,Elvira Mínguez,Thriller,Marta Etura ,The Invisible Guardian,Francesc Orella
Aaron Katz,Zoë Kravitz,Thriller,Lola Kirke,Gemini,John Cho
Fiona Gordon Dominique Abel,Dominique Abel,Comedy,Fiona Gordon,Lost in Paris,Emmanuelle Riva
Francis Whately,Gail Ann Dorsey,Music Documentary,Tony Visconti,David Bowie: The Last Five Years,Tony Basil
Amanda Kernell,Mia Sparrok,Drama,Lene Cecilia Sparrok,Sami Blood,Maj-Doris Rimpi
Andrew Getty,Sean Patrick Flanery,Horror,Fred Koehler,The Evil Within,Brianna Brown
Mark Pellington,Amanda Seyfried,Comedy Drama,Shirley MacLaine,The Last Word,Anne Heche
Dax Shepard,Dax Shepard,Action Comedy Crime,Michael Peña,CHiPS,Jessica McNamee
Jeffrey Blitz,Craig Robinson,Comedy Drama,Anna Kendrick,Table 19,June Squibb
Zach Braff,Michael Caine,Crime Comedy Drama,Morgan Freeman,Going in Style,Alan Arkin
Geoffrey Orthwein Andrew Sullivan,Matt O'Leary,Drama Sci-Fi Thriller,Maika Monroe,Bokeh,Arnar Jónsson
Philippe Lacheau,Élodie Fontan,Comedy,Philippe Lacheau,Alibi.com,Julien Arruti
Gavin Wiesen,Analeigh Tipton,Comedy,J.K. Simmons,All Nighter,Emile Hirsch
Nicolas Bedos,Doria Tillier,Romance Drama Comedy,Nicolas Bedos,Mr & Mme Adelman,Denis Podalydès
Sydney Freeland,Rachel Crow,Drama Comedy Crime,Ashleigh Murray,Deidra & Laney Rob a Train,Tim Blake Nelson
Simon Amstell,Linda Bassett,Sci-Fi Comedy Documentary,Simon Amstell,Carnage: Swallowing the Past,Martin Freeman
Tommy O'Haver,Josh Lucas,Crime Drama,Melissa Leo,The Most Hated Woman in America,Michael Chernus
George Mendeluk,Samantha Barks,War Drama History Romance,Max Irons,Bitter Harvest,Terence Stamp
Johnny Martin,Deborah Kara Unger,Action Thriller,Nicolas Cage,Vengeance: A Love Story,Anna Hutchison
Álex de la Iglesia,Blanca Suárez,Horror Thriller Comedy,Mario Casas,The Bar,Carmen Machi
Ned Crowley,Andrew J. West,Drama Comedy Crime Thriller,Jim O'Heir,Middle Man,Josh McDermitt
Nathan Adloff,Missi Pyle,Drama,Tim Boardman,Miles,Stephen Root
Kelly Asbury,Ariel Winter,Adventure Animation Comedy Family,Julia Roberts,Smurfs: The Lost Village,Ellie Kemper
Charlie McDowell,Rooney Mara,Drama Romance Sci-Fi Thriller,Jason Segel,The Discovery,Robert Redford
Gurinder Chadha,Gillian Anderson,Drama History,Hugh Bonneville,Viceroy's House,Michael Gambon
Alec Su,Zhang Lu-Yi,Mystery Thriller,Nick Wang,The Devotion of Suspect X,Ruby Lin
Niki Caro,Johan Heldenbergh,Drama History,Jessica Chastain,The Zookeeper's Wife,Daniel Brühl
Miguel A. Ferrer,Cortney Palm,Drama Action,Amy Johnston,Female Fight Club,Rey Goyos
Robert Legato,Robert Patrick,Horror Mystery Thriller,Eliza Dushku,Eloise,Chace Crawford
Marc Webb,Mckenna Grace,Drama,Chris Evans,Gifted,Lindsay Duncan
Sam Liu,Jake T. Austin,Sci-Fi Animation Action,Stuart Allan,Teen Titans: The Judas Contract,Taissa Farmiga
Elliott Lester,Scoot McNairy,Drama Thriller,Arnold Schwarzenegger,Aftermath,Maggie Grace
Ole Bornedal,Ulrich Thomsen,Comedy Crime Drama,Nicolas Bro,Small Town Killers,Mia Lyhne
Ricardo Herrera,Emily Roya O'Brien,Comedy,Andy Goldenberg,The Bigfoot Project,Nick Armstrong
Jon Gunn,Erika Christensen,Drama,Mike Vogel,The Case for Christ,Faye Dunaway
Leif Tilden,Billy Crudup,Drama Romance,Graham Rogers,1 Mile to You,Liana Liberato
Aaron Woodley,Hilary Swank,Adventure Animation Comedy Family Sci-Fi,Jessica Biel,Spark: A Space Tail,Susan Sarandon
Stella Meghie,Nick Robinson,Drama Romance,Amandla Stenberg,"Everything, Everything",Anika Noni Rose
David Bowers,Owen Asztalos,Comedy Family,Jason Ian Drucker,Diary of a Wimpy Kid: The Long Haul,Charlie Wright
Alain Gomis,Gaetan Claudia,Drama,Véro Tshanda Beya Mputu,Félicité,Papi Mpaka
Andrey Volgin,Denis Shvedov,Action Fantasy,Agniya Ditkovskite,Dance to Death,Anvar Khalilulaev
Dmitriy Kiselev,Konstantin Khabenskiy,Adventure Drama History,Evgeny Mironov,The Spacewalker,Vladimir Ilin
Seth Gordon,Zac Efron,Action Comedy,Dwayne Johnson,Baywatch,Alexandra Daddario
Denise Di Novi,Katherine Heigl,Drama Thriller,Rosario Dawson,Unforgettable,Geoff Stults
Jonathan Levine,Goldie Hawn,Action Comedy,Amy Schumer,Snatched,Tom Bateman
Alex Kurtzman,Russell Crowe,Thriller Action Adventure,Tom Cruise,The Mummy,Annabelle Wallis
Alastair Orr,Carlyn Burchell,Action Horror,Sharni Vinson,From a House on Willow Street,Steve John Ward
F. Gary Gray,Jason Statham,Action Crime Thriller,Vin Diesel,The Fate of the Furious,Dwayne Johnson
Bryce Wagoner,Lisa Ann,Documentary,Ginger Lynn Allen,After Porn Ends 2,Janine Lindemulder
Gerard McMurray,Alfre Woodard,Drama,Trevor Jackson,Burning Sands,Steve Harris
Ian Truitner,Lance Broadway,Sci-Fi,Sunny Mabrey,Teleios,T.J. Hoban
Steven Brill,Kevin James,Comedy,Adam Sandler,Sandy Wexler,Terry Crews
Phil Volken,Danny Glover,Action Adventure Crime Drama Thriller,Bethany Joy Lenz,Extortion,Tim Griffin
Michael O'Shea,Chloe Levine,Horror Drama,Eric Ruffin,The Transfiguration,Aaron Moten
Carson D. Mell,Mark Proksch,Comedy Horror,Steve Zissis,Another Evil,Jennifer Irwin
Joe Swanberg,Aislinn Derbez,Comedy,Jake Johnson,Win It All,Joe Lo Truglio
David Soren,Ed Helms,Action Animation Comedy Family,Kevin Hart,Captain Underpants: The First Epic Movie,Thomas Middleditch
Carlos Bolado,Alfonso Dosal,Family Comedy,Martha Higareda,3 Idiotas,Christian Vazquez
Zoe Lister-Jones,Adam Pally,Comedy,Zoe Lister-Jones,Band Aid,Fred Armisen
Trey Edward Shults,Christopher Abbott,Horror Mystery Thriller,Joel Edgerton,It Comes at Night,Carmen Ejogo
Gabriela Cowperthwaite,Ramón Rodríguez,Drama War,Kate Mara,Megan Leavey,Tom Felton
Roger Michell,Sam Claflin,Drama Romance,Rachel Weisz,My Cousin Rachel,Holliday Grainger
Doug Archibald,Sasha Mitchell,Comedy,Artemis Pebdani,I Love You Both,Angela Trimbur
Ari Issler Ben Snyder,Shirley Rumierk,Drama Crime,Victor Almanzar,11:55,Elizabeth Rodriguez
Brian Fee,Cristela Alonzo,Family Comedy Animation Adventure,Owen Wilson,Cars 3,Chris Cooper
Aisling Walsh,Ethan Hawke,Drama History Romance,Sally Hawkins,Maudie,Gabrielle Rose
Takanori Tsujimoto,Matthew Mercer,Action Adventure Animation Horror Mystery Sci-Fi,Kevin Dorman,Resident Evil: Vendetta,Erin Cahill
Fred Wolf,Charlotte McKinney,Comedy,Leah Remini,Mad Families,Charlie Sheen
Luc Bondy,Louis Garrel,Drama Comedy,Isabelle Huppert,False Confessions,Bulle Ogier
James Nunn,Anna Van Hooft,Action,Mike Mizanin,The Marine 5: Battleground,Maryse Ouellet Mizanin
Robert Conway,Clint James,Horror,Monica Engesser,The Covenant,Maria Olsen
Savage Steve Holland,Davis Cleveland,Family Fantasy Comedy,Jace Norman,Rufus 2,Haley Tju
Colin Trevorrow,Jaeden Lieberher,Thriller Drama Crime,Naomi Watts,The Book of Henry,Jacob Tremblay
Brett Haley,Laura Prepon,Drama,Sam Elliott,The Hero,Nick Offerman
Matt Tyrnauer,Mindy Fullilove,Documentary,Thomas Campanella,Citizen Jane: Battle for the City,Alexander Garvin
Salamat Mukhammed-Ali,Karlygash Mukhamedzhanova,Action,Armand Assante,Diamond Cartel,Alexey Frandetti
Justin Barber,Jeanine Jackson,Horror Mystery Sci-Fi,Florence Hartigan,Phoenix Forgotten,Chelsea Lopez
Eduardo Casanova,Candela Peña,Drama Comedy,Jon Kortajarena,Skins,Ana Polvorosa
George C. Wolfe,Renée Elise Goldsberry,Drama,Rose Byrne,The Immortal Life of Henrietta Lacks,Oprah Winfrey
Jason Connery,Jack Lowden,Drama Romance,Peter Mullan,Tommy's Honour,Ophelia Lovibond
John Butler,Fionn O'Shea,Drama,Nicholas Galitzine,Handsome Devil,Moe Dunford
Ricardo de Montreuil,Gabriel Chavarria,Drama,Demián Bichir,Lowriders,Theo Rossi
Stefan Ruzowitzky,Tobias Moretti,Thriller,Violetta Schurawlow,Cold Hell,Robert Palfrader
Vincent J. Guastini Michael McQuown,David Hull,Horror Sci-Fi Thriller,Cortney Palm,The Dark Tapes,Emilia Zoryan
Liam O'Donnell,Bojana Novaković,Action Sci-Fi,Frank Grillo,Beyond Skyline,Iko Uwais
Gregori Viens,J.K. Simmons,Comedy,Henry Phillips,Punching Henry,Sarah Silverman
Ken Marino,Salma Hayek,Comedy,Eugenio Derbez,How to Be a Latin Lover,Rob Lowe
Michael Winterbottom,Rob Brydon,Drama Comedy,Steve Coogan,The Trip to Spain,Claire Keelan
Dave McCary,Claire Danes,Comedy Drama,Kyle Mooney,Brigsby Bear,Mark Hamill
Derik Murray Adrian Buitenhuis,Kate Ledger,Documentary,Heath Ledger,I Am Heath Ledger,Kim Ledger
Fernando Coimbra,Logan Marshall-Green,Drama War,Nicholas Hoult,Sand Castle,Henry Cavill
Robert Dyke,Damon Dayoub,Action Sci-Fi Adventure,Sarah Butler,Moontrap: Target Earth,Charles Shaughnessy
Roman Karimov,Lyubov Aksyonova,Comedy,Efim Petrunin,"Have Fun, Vasya!",Sofya Rayzman
Park Kwang-hyun,Shim Eun-kyung,Action,Ji Chang-wook,Fabricated City,Ahn Jae-hong
Michael Apted,Orlando Bloom,Action Thriller,Noomi Rapace,Unlocked,Michael Douglas
Eric D. Howell,Marton Csokas,Drama Mystery Romance Thriller,Emilia Clarke,Voice from the Stone,Caterina Murino
E.L. Katz,Jacki Weaver,Drama Comedy Thriller Crime,Nikolaj Coster-Waldau,Small Crimes,Robert Forster
Murat Kepez,Büşra Pekin,Comedy,Çaglar Çorumlu,Kolonya Cumhuriyeti,Mahir Ipek
Mark Lamprell,Xavier Samuel,Comedy,Dacre Montgomery,A Few Less Men,Kris Marshall
Richard Sears,Douglas Smith,Drama Mystery Thriller,Jena Malone,Bottom of the World,Ted Levine
Simon West,Gemma Chan,Action Thriller,Dominic Cooper,Stratton,Connie Nielsen
Azazel Jacobs,Tracy Letts,Comedy,Debra Winger,The Lovers,Aidan Gillen
S.S. Rajamouli,Rana Daggubati,Action Adventure History War,Prabhas,Baahubali 2: The Conclusion,Sathyaraj
Juanita Wilson,Jake Weary,Drama Thriller,Julia Garner,Tomato Red,Anna Friel
Grant Humphreys,Brad Richards,Sci-Fi,Ronan Quarmby,Taking Earth,Barbara Harrison
Maccio Capatonda,Maccio Capatonda,Comedy,Maccio Capatonda,Omicidio all'italiana,Maccio Capatonda
Joseph Cedar,Lior Ashkenazi,Comedy Thriller Drama,Richard Gere,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,Michael Sheen
Jamie Cymbal Ryan Simons,Lindsay Bennett,Horror,Jimmy Allen,Seizure,Chris Blackwood
Franck Khalfoun,Cameron Monaghan,Thriller Horror,Bella Thorne,Amityville: The Awakening,Jennifer Morrison
Sofia Coppola,Nicole Kidman,Drama Western,Colin Farrell,The Beguiled,Kirsten Dunst
Sierra Pettengill Pacho Velez,Nancy Reagan,Documentary,Ronald Reagan,The Reagan Show,Barbara Walters
Edgar Wright,Lily James,Action Crime,Ansel Elgort,Baby Driver,Kevin Spacey
Bong Joon-ho,Paul Dano,Adventure Drama Fantasy Sci-Fi,Tilda Swinton,Okja,Ahn Seo-hyun 
Jay Woelfel,Richard Hatch,Horror,Tim Thomerson,Asylum of Darkness,Tiffany Shepis
Lucia Aniello,Jillian Bell,Drama Comedy,Scarlett Johansson,Rough Night,Kate McKinnon
Sean Foley,Simon Farnaby,Comedy,Julian Barratt,Mindhorn,Essie Davis
Kevin Macdonald,Flora Spencer-Longhurst,TV Movie Drama Sci-Fi,Richard Madden,Oasis,Moshidi Motshegwa
Amariah Olson Obin Olson,Cam Gigandet,Sci-Fi Action Thriller,Jonathan Rhys Meyers,The Shadow Effect,Michael Biehn
Deven Bhojani,Adah Sharma,Action,Vidyut Jamwal,Commando 2: The Black Money Trail,Freddy Daruwala
Avgousta Zourelidi,Debi Derryberry,Family Animation,Katy Townsend,Monster High: Electrified,Cassandra Morris
Geremy Jasper,Bridget Everett,Drama,Danielle Macdonald,Patti Cake$,Siddharth Dhananjay
Andrey Zvyagintsev,Aleksey Rozin,Drama,Maryana Spivak,Loveless,Matvey Novikov
Mel Damski,Carlo Marks,Romance TV Movie,Lacey Chabert,Moonlight in Vermont,Jesse Moss
Jeff Garlin,Natasha Lyonne,Comedy,Jeff Garlin,Handsome: A Netflix Mystery Movie,Chris Redd
Don Argott Sheena M. Joyce,Roy Thomas,Documentary,Michael Uslan,Batman & Bill,Marc Tyler Nobleman
Ivan Silvestrini,Jay Hayden,Drama Thriller,Katrina Bowden,Monolith,Damon Dayoub
Tony E. Valenzuela,Alex Frnka,Horror,Robert Adamson,The Axe Murders of Villisca,Conchata Ferrell
Brian Crano,Jason Sudeikis,Comedy Romance,Rebecca Hall,Permission,Dan Stevens
Arnaud Desplechin,Marion Cotillard,Drama Romance Thriller,Mathieu Amalric,Ismael's Ghosts,Charlotte Gainsbourg
Jonathan Mostow,Odeya Rush,Action Thriller,Sam Worthington,The Hunter's Prayer,Amy Landecker
Lucien Jean-Baptiste,Aïssa Maïga,Comedy,Lucien Jean-Baptiste,He Even Has Your Eyes,Vincent Elbaz
Miguel Arteta,John Lithgow,Comedy Drama,Salma Hayek,Beatriz at Dinner,Connie Britton
Dylan Bank Morgan Pehme Daniel DiMauro,Donald Trump,Documentary,Roger Stone,Get Me Roger Stone,Paul Manafort
Robert Kirbyson,Spencer Grammer,Action,John Hennigan,Boone: The Bounty Hunter,Lorenzo Lamas
Kyle Balda Pierre Coffin,Kristen Wiig,Action Animation Adventure Family Comedy,Steve Carell,Despicable Me 3,Trey Parker
Hope Dickson Leach,David Troughton,Drama,Ellie Kendrick,The Levelling,Jack Holden
Alexi Pappas Jeremy Teicher,Chase Offerle,Drama,Alexi Pappas,Tracktown,Rebecca Friday
Rupert Goold,Charlotte Riley,Drama,Tim Pigott-Smith,King Charles III,Oliver Chris
Lucas Pavetto,Gabriella Wright,Drama Thriller,Bill Moseley,Alcoholist,John Robinson
